Supplier ID,Supplier Name,Material Type,Location,Rating,Supply Capacity (tons/month),Average Delivery Time (days),Cost per unit (INR)
SPLR5208,Supplier_4208,Bricks,Lucknow,3.9,894,16,2446.07
SPLR5209,Supplier_4209,Cement,Ahmedabad,4.2,168,2,3158.94
SPLR5210,Supplier_4210,Concrete,Kolkata,2.9,475,11,3452.92
SPLR5211,Supplier_4211,Electrical Wiring,Hyderabad,4.6,443,2,3463.22
SPLR5212,Supplier_4212,Cement,Ahmedabad,3.4,157,2,3859.56
SPLR5213,Supplier_4213,Glass,Ahmedabad,2.9,605,7,522.81
SPLR5214,Supplier_4214,Glass,Jaipur,2.6,834,25,1020.05
SPLR5215,Supplier_4215,Electrical Wiring,Jaipur,3.8,826,14,500.0
SPLR5216,Supplier_4216,Steel,Ahmedabad,2.6,173,22,3751.93
SPLR5217,Supplier_4217,Bricks,Lucknow,2.6,90,9,2763.95
SPLR5218,Supplier_4218,Steel,Chennai,4.4,310,6,4151.17
SPLR5219,Supplier_4219,Glass,Jaipur,2.6,597,19,2808.2
SPLR5220,Supplier_4220,Sand,Jaipur,4.9,451,24,1924.02
SPLR5221,Supplier_4221,Sand,Kolkata,4.3,50,5,3344.53
SPLR5222,Supplier_4222,Electrical Wiring,Lucknow,4.7,868,4,2795.73
SPLR5223,Supplier_4223,Concrete,Delhi,3.6,909,12,4000.64
SPLR5224,Supplier_4224,Bricks,Delhi,4.1,713,15,4433.91
SPLR5225,Supplier_4225,Wood,Bangalore,4.1,941,13,2819.33
SPLR5226,Supplier_4226,Sand,Bangalore,3.7,477,1,1632.76
SPLR5227,Supplier_4227,Concrete,Ahmedabad,2.7,188,5,4037.73
SPLR5228,Supplier_4228,Bricks,Mumbai,3.1,742,16,1928.56
SPLR5229,Supplier_4229,Glass,Delhi,4.8,885,21,1117.45
SPLR5230,Supplier_4230,Concrete,Mumbai,2.6,193,2,3916.43
SPLR5231,Supplier_4231,Plumbing Pipes,Jaipur,4.6,563,15,863.84
SPLR5232,Supplier_4232,Concrete,Chennai,2.6,464,6,2128.02
SPLR5233,Supplier_4233,Sand,Chennai,3.5,293,27,1658.3
SPLR5234,Supplier_4234,Concrete,Ahmedabad,3.3,530,24,4104.18
SPLR5235,Supplier_4235,Plumbing Pipes,Ahmedabad,4.3,629,13,2214.63
SPLR5236,Supplier_4236,Plumbing Pipes,Ahmedabad,4.2,951,6,539.19
SPLR5237,Supplier_4237,Electrical Wiring,Chennai,2.7,980,25,1189.49
SPLR5238,Supplier_4238,Glass,Jaipur,4.2,150,19,4318.51
SPLR5239,Supplier_4239,Bricks,Kolkata,3.2,378,27,3337.33
SPLR5240,Supplier_4240,Steel,Jaipur,3.7,710,30,4850.86
SPLR5241,Supplier_4241,Electrical Wiring,Ahmedabad,4.2,525,18,4313.7
SPLR5242,Supplier_4242,Glass,Lucknow,3.8,807,27,1431.89
SPLR5243,Supplier_4243,Electrical Wiring,Bangalore,2.6,156,18,924.85
SPLR5244,Supplier_4244,Steel,Delhi,5.0,873,22,1491.19
SPLR5245,Supplier_4245,Cement,Kolkata,4.6,192,15,1530.88
SPLR5246,Supplier_4246,Steel,Pune,4.6,147,16,4858.95
SPLR5247,Supplier_4247,Bricks,Delhi,3.7,337,21,3493.43
SPLR5248,Supplier_4248,Plumbing Pipes,Mumbai,2.8,363,4,798.42
SPLR5249,Supplier_4249,Cement,Lucknow,4.7,992,25,3678.65
SPLR5250,Supplier_4250,Sand,Bangalore,3.1,199,22,1133.43
SPLR5251,Supplier_4251,Wood,Pune,4.7,465,20,3870.7
SPLR5252,Supplier_4252,Electrical Wiring,Kolkata,3.5,503,20,2384.87
SPLR5253,Supplier_4253,Glass,Chennai,3.2,469,9,1559.89
SPLR5254,Supplier_4254,Tiles,Ahmedabad,2.5,62,27,4042.15
SPLR5255,Supplier_4255,Plumbing Pipes,Delhi,4.6,619,23,738.48
SPLR5256,Supplier_4256,Plumbing Pipes,Bangalore,4.1,639,9,749.04
SPLR5257,Supplier_4257,Sand,Hyderabad,3.9,610,16,1283.38
SPLR5258,Supplier_4258,Wood,Pune,5.0,510,7,856.31
SPLR5259,Supplier_4259,Cement,Bangalore,3.6,87,5,4912.74
SPLR5260,Supplier_4260,Glass,Kolkata,4.7,186,21,3433.7
SPLR5261,Supplier_4261,Electrical Wiring,Kolkata,2.8,724,20,1026.07
SPLR5262,Supplier_4262,Bricks,Jaipur,3.6,465,5,4525.47
SPLR5263,Supplier_4263,Electrical Wiring,Mumbai,4.9,720,11,4891.23
SPLR5264,Supplier_4264,Cement,Hyderabad,2.9,576,2,1199.94
SPLR5265,Supplier_4265,Concrete,Lucknow,4.8,964,15,1514.36
SPLR5266,Supplier_4266,Cement,Lucknow,3.6,650,15,3632.2
SPLR5267,Supplier_4267,Electrical Wiring,Pune,3.8,298,28,2987.8
SPLR5268,Supplier_4268,Steel,Hyderabad,2.7,617,15,3417.06
SPLR5269,Supplier_4269,Concrete,Hyderabad,4.9,440,28,1850.32
SPLR5270,Supplier_4270,Concrete,Lucknow,2.9,115,8,4957.95
SPLR5271,Supplier_4271,Steel,Delhi,3.8,245,2,4402.55
SPLR5272,Supplier_4272,Wood,Kolkata,3.3,295,28,1648.6
SPLR5273,Supplier_4273,Sand,Mumbai,2.9,889,29,2701.66
SPLR5274,Supplier_4274,Electrical Wiring,Hyderabad,4.6,832,30,941.51
SPLR5275,Supplier_4275,Sand,Hyderabad,2.6,765,3,3380.86
SPLR5276,Supplier_4276,Plumbing Pipes,Delhi,3.3,261,15,4225.99
SPLR5277,Supplier_4277,Steel,Kolkata,4.6,671,30,3138.3
SPLR5278,Supplier_4278,Tiles,Mumbai,4.2,445,15,4557.36
SPLR5279,Supplier_4279,Bricks,Bangalore,4.0,376,23,4398.5
SPLR5280,Supplier_4280,Cement,Jaipur,4.4,250,24,1360.61
SPLR5281,Supplier_4281,Bricks,Ahmedabad,3.0,136,11,3896.53
SPLR5282,Supplier_4282,Concrete,Jaipur,4.7,855,16,1377.29
SPLR5283,Supplier_4283,Glass,Kolkata,4.1,501,26,1195.75
SPLR5284,Supplier_4284,Steel,Jaipur,4.6,403,11,1399.71
SPLR5285,Supplier_4285,Plumbing Pipes,Delhi,2.9,961,10,4257.06
SPLR5286,Supplier_4286,Plumbing Pipes,Kolkata,3.2,524,17,2390.52
SPLR5287,Supplier_4287,Bricks,Chennai,3.7,375,7,4453.81
SPLR5288,Supplier_4288,Tiles,Hyderabad,2.9,308,10,1030.84
SPLR5289,Supplier_4289,Steel,Bangalore,2.8,977,26,3675.04
SPLR5290,Supplier_4290,Wood,Hyderabad,3.1,997,25,1224.18
SPLR5291,Supplier_4291,Glass,Jaipur,4.6,143,21,3650.27
SPLR5292,Supplier_4292,Electrical Wiring,Hyderabad,4.2,393,30,3497.73
SPLR5293,Supplier_4293,Bricks,Bangalore,4.8,397,8,3384.74
SPLR5294,Supplier_4294,Wood,Chennai,4.7,827,9,3046.8
SPLR5295,Supplier_4295,Concrete,Delhi,4.1,454,16,970.14
SPLR5296,Supplier_4296,Cement,Mumbai,3.0,520,27,1211.04
SPLR5297,Supplier_4297,Steel,Delhi,4.7,490,19,2548.8
SPLR5298,Supplier_4298,Sand,Jaipur,3.3,910,12,818.14
SPLR5299,Supplier_4299,Glass,Mumbai,4.2,385,2,3863.74
SPLR5300,Supplier_4300,Cement,Kolkata,4.5,334,7,814.9
SPLR5301,Supplier_4301,Glass,Bangalore,3.8,407,18,4772.77
SPLR5302,Supplier_4302,Wood,Bangalore,3.5,762,25,726.7
SPLR5303,Supplier_4303,Cement,Ahmedabad,2.7,764,25,4154.07
SPLR5304,Supplier_4304,Concrete,Hyderabad,2.7,495,14,4108.85
SPLR5305,Supplier_4305,Wood,Jaipur,4.9,522,21,662.88
SPLR5306,Supplier_4306,Sand,Ahmedabad,4.8,915,22,2191.94
SPLR5307,Supplier_4307,Steel,Hyderabad,3.1,66,17,4208.42
SPLR5308,Supplier_4308,Cement,Delhi,3.7,292,28,2814.55
SPLR5309,Supplier_4309,Bricks,Pune,2.9,333,2,3261.59
SPLR5310,Supplier_4310,Wood,Delhi,2.8,992,15,1696.89
SPLR5311,Supplier_4311,Cement,Bangalore,2.5,442,2,4887.73
SPLR5312,Supplier_4312,Glass,Pune,4.6,149,13,2160.57
SPLR5313,Supplier_4313,Glass,Lucknow,4.0,830,9,3986.3
SPLR5314,Supplier_4314,Sand,Hyderabad,3.3,635,16,546.46
SPLR5315,Supplier_4315,Electrical Wiring,Ahmedabad,3.5,807,27,520.62
SPLR5316,Supplier_4316,Electrical Wiring,Kolkata,4.1,206,2,4396.16
SPLR5317,Supplier_4317,Steel,Chennai,3.6,731,8,4525.96
SPLR5318,Supplier_4318,Plumbing Pipes,Mumbai,2.6,114,24,3252.83
SPLR5319,Supplier_4319,Glass,Mumbai,5.0,421,25,548.61
SPLR5320,Supplier_4320,Tiles,Kolkata,4.1,110,18,2924.95
SPLR5321,Supplier_4321,Bricks,Jaipur,2.6,549,7,3887.19
SPLR5322,Supplier_4322,Steel,Bangalore,4.6,427,2,2405.19
SPLR5323,Supplier_4323,Glass,Hyderabad,3.0,318,10,3341.96
SPLR5324,Supplier_4324,Cement,Chennai,4.5,290,21,3943.39
SPLR5325,Supplier_4325,Tiles,Ahmedabad,3.4,216,26,1082.81
SPLR5326,Supplier_4326,Electrical Wiring,Delhi,4.7,982,21,2471.05
SPLR5327,Supplier_4327,Sand,Hyderabad,3.0,392,24,3664.16
SPLR5328,Supplier_4328,Plumbing Pipes,Delhi,3.4,782,2,1059.31
SPLR5329,Supplier_4329,Sand,Ahmedabad,4.2,930,28,850.11
SPLR5330,Supplier_4330,Electrical Wiring,Chennai,3.7,181,20,2333.36
SPLR5331,Supplier_4331,Glass,Delhi,4.2,226,13,2436.68
SPLR5332,Supplier_4332,Cement,Pune,4.7,555,21,3148.98
SPLR5333,Supplier_4333,Bricks,Hyderabad,4.3,429,8,4526.66
SPLR5334,Supplier_4334,Glass,Ahmedabad,4.9,927,18,2980.5
SPLR5335,Supplier_4335,Concrete,Chennai,4.9,952,19,3129.13
SPLR5336,Supplier_4336,Bricks,Ahmedabad,4.5,422,23,3748.77
SPLR5337,Supplier_4337,Plumbing Pipes,Pune,4.3,977,26,1544.2
SPLR5338,Supplier_4338,Sand,Mumbai,3.3,623,5,1432.83
SPLR5339,Supplier_4339,Tiles,Ahmedabad,4.1,280,16,4274.48
SPLR5340,Supplier_4340,Wood,Delhi,3.3,173,29,3530.32
SPLR5341,Supplier_4341,Electrical Wiring,Delhi,4.0,747,10,4956.67
SPLR5342,Supplier_4342,Cement,Jaipur,2.9,448,15,4887.31
SPLR5343,Supplier_4343,Sand,Ahmedabad,3.9,902,10,1028.43
SPLR5344,Supplier_4344,Glass,Delhi,3.1,443,25,3443.47
SPLR5345,Supplier_4345,Concrete,Jaipur,4.0,915,10,3023.24
SPLR5346,Supplier_4346,Plumbing Pipes,Pune,4.1,265,14,3786.77
SPLR5347,Supplier_4347,Plumbing Pipes,Kolkata,2.9,488,20,824.61
SPLR5348,Supplier_4348,Cement,Bangalore,2.8,606,10,1515.98
SPLR5349,Supplier_4349,Glass,Chennai,4.7,255,5,3845.28
SPLR5350,Supplier_4350,Sand,Jaipur,4.1,1000,12,4053.33
SPLR5351,Supplier_4351,Cement,Delhi,2.8,579,2,3096.01
SPLR5352,Supplier_4352,Electrical Wiring,Lucknow,3.7,216,29,908.9
SPLR5353,Supplier_4353,Steel,Kolkata,4.0,823,10,1026.92
SPLR5354,Supplier_4354,Tiles,Jaipur,4.1,981,1,2799.07
SPLR5355,Supplier_4355,Tiles,Hyderabad,4.7,264,17,3707.82
SPLR5356,Supplier_4356,Steel,Delhi,4.7,717,23,4222.24
SPLR5357,Supplier_4357,Sand,Lucknow,3.9,860,25,3296.05
SPLR5358,Supplier_4358,Glass,Pune,3.9,727,4,3549.81
SPLR5359,Supplier_4359,Cement,Kolkata,3.4,788,23,4077.1
SPLR5360,Supplier_4360,Concrete,Bangalore,4.2,402,23,4140.61
SPLR5361,Supplier_4361,Steel,Mumbai,4.1,900,7,515.32
SPLR5362,Supplier_4362,Concrete,Ahmedabad,4.2,295,19,1690.71
SPLR5363,Supplier_4363,Steel,Delhi,4.0,256,7,1253.84
SPLR5364,Supplier_4364,Sand,Lucknow,5.0,65,3,1869.91
SPLR5365,Supplier_4365,Concrete,Kolkata,3.0,656,24,1801.27
SPLR5366,Supplier_4366,Wood,Delhi,4.1,246,13,3461.91
SPLR5367,Supplier_4367,Wood,Kolkata,4.0,661,29,4953.39
SPLR5368,Supplier_4368,Electrical Wiring,Chennai,3.3,621,7,2818.47
SPLR5369,Supplier_4369,Cement,Pune,4.8,481,21,2205.31
SPLR5370,Supplier_4370,Bricks,Pune,3.6,728,21,867.09
SPLR5371,Supplier_4371,Cement,Mumbai,3.3,985,23,2168.53
SPLR5372,Supplier_4372,Bricks,Lucknow,2.5,540,19,2721.95
SPLR5373,Supplier_4373,Tiles,Lucknow,3.5,186,10,3104.2
SPLR5374,Supplier_4374,Glass,Hyderabad,4.0,116,14,3406.14
SPLR5375,Supplier_4375,Plumbing Pipes,Kolkata,3.0,347,25,3384.85
SPLR5376,Supplier_4376,Wood,Lucknow,3.0,66,20,1462.73
SPLR5377,Supplier_4377,Wood,Chennai,4.4,803,7,3733.91
SPLR5378,Supplier_4378,Sand,Bangalore,4.2,718,15,2396.59
SPLR5379,Supplier_4379,Glass,Chennai,3.2,143,30,4904.91
SPLR5380,Supplier_4380,Tiles,Pune,3.4,877,14,1424.25
SPLR5381,Supplier_4381,Tiles,Hyderabad,4.7,579,14,3961.05
SPLR5382,Supplier_4382,Cement,Delhi,4.6,973,8,4683.64
SPLR5383,Supplier_4383,Glass,Kolkata,4.4,467,18,1408.0
SPLR5384,Supplier_4384,Steel,Kolkata,2.9,84,13,1426.26
SPLR5385,Supplier_4385,Plumbing Pipes,Pune,4.1,926,2,2309.16
SPLR5386,Supplier_4386,Wood,Mumbai,2.8,815,2,3989.41
SPLR5387,Supplier_4387,Wood,Bangalore,3.4,248,4,607.45
SPLR5388,Supplier_4388,Cement,Jaipur,3.2,977,20,874.78
SPLR5389,Supplier_4389,Concrete,Delhi,3.8,341,13,4162.13
SPLR5390,Supplier_4390,Plumbing Pipes,Kolkata,3.3,519,14,4357.84
SPLR5391,Supplier_4391,Electrical Wiring,Chennai,2.6,183,20,3803.03
SPLR5392,Supplier_4392,Electrical Wiring,Bangalore,4.3,704,4,2507.14
SPLR5393,Supplier_4393,Cement,Ahmedabad,2.8,406,23,3838.51
SPLR5394,Supplier_4394,Wood,Kolkata,4.6,358,3,2514.93
SPLR5395,Supplier_4395,Wood,Hyderabad,4.1,121,21,3995.82
SPLR5396,Supplier_4396,Steel,Chennai,3.2,888,30,1078.46
SPLR5397,Supplier_4397,Glass,Lucknow,4.0,295,26,2964.39
SPLR5398,Supplier_4398,Sand,Lucknow,4.5,967,20,1407.93
SPLR5399,Supplier_4399,Sand,Bangalore,4.7,537,18,3991.63
SPLR5400,Supplier_4400,Concrete,Delhi,4.7,951,26,2311.72
SPLR5401,Supplier_4401,Plumbing Pipes,Hyderabad,5.0,874,30,4280.19
SPLR5402,Supplier_4402,Steel,Jaipur,2.7,173,1,1789.74
SPLR5403,Supplier_4403,Steel,Chennai,3.2,95,4,720.54
SPLR5404,Supplier_4404,Electrical Wiring,Mumbai,3.6,278,17,2617.5
SPLR5405,Supplier_4405,Cement,Hyderabad,2.9,923,30,4676.32
SPLR5406,Supplier_4406,Sand,Lucknow,4.7,978,25,4847.34
SPLR5407,Supplier_4407,Concrete,Mumbai,3.1,761,17,3515.74
SPLR5408,Supplier_4408,Plumbing Pipes,Ahmedabad,2.9,432,12,2363.87
SPLR5409,Supplier_4409,Cement,Hyderabad,3.2,350,25,3098.34
SPLR5410,Supplier_4410,Concrete,Mumbai,3.7,442,3,3838.0
SPLR5411,Supplier_4411,Tiles,Chennai,4.5,458,19,1073.58
SPLR5412,Supplier_4412,Wood,Kolkata,3.8,902,21,2128.15
SPLR5413,Supplier_4413,Wood,Chennai,3.6,404,18,3971.37
SPLR5414,Supplier_4414,Wood,Chennai,4.3,161,12,4129.49
SPLR5415,Supplier_4415,Wood,Lucknow,3.0,656,8,835.4
SPLR5416,Supplier_4416,Sand,Jaipur,3.0,854,4,1858.99
SPLR5417,Supplier_4417,Steel,Bangalore,4.3,745,5,1468.24
SPLR5418,Supplier_4418,Plumbing Pipes,Mumbai,2.7,140,9,1407.54
SPLR5419,Supplier_4419,Wood,Kolkata,5.0,302,24,4611.46
SPLR5420,Supplier_4420,Concrete,Chennai,2.9,714,4,3481.57
SPLR5421,Supplier_4421,Cement,Jaipur,2.6,897,14,3460.79
SPLR5422,Supplier_4422,Electrical Wiring,Bangalore,3.3,557,19,4114.84
SPLR5423,Supplier_4423,Tiles,Lucknow,3.3,955,22,815.7
SPLR5424,Supplier_4424,Glass,Lucknow,3.7,679,18,3333.34
SPLR5425,Supplier_4425,Electrical Wiring,Kolkata,4.1,496,5,2094.78
SPLR5426,Supplier_4426,Wood,Pune,4.0,653,26,3774.99
SPLR5427,Supplier_4427,Bricks,Pune,3.7,690,25,799.14
SPLR5428,Supplier_4428,Concrete,Hyderabad,3.1,380,6,3083.91
SPLR5429,Supplier_4429,Bricks,Lucknow,4.5,561,16,4930.27
SPLR5430,Supplier_4430,Cement,Mumbai,4.2,462,17,4880.28
SPLR5431,Supplier_4431,Cement,Kolkata,3.2,916,12,3408.99
SPLR5432,Supplier_4432,Tiles,Mumbai,3.8,277,30,2327.96
SPLR5433,Supplier_4433,Wood,Pune,4.6,693,25,1028.94
SPLR5434,Supplier_4434,Sand,Hyderabad,2.8,647,8,2036.55
SPLR5435,Supplier_4435,Glass,Lucknow,3.4,558,14,2445.57
SPLR5436,Supplier_4436,Plumbing Pipes,Delhi,3.2,682,7,1420.08
SPLR5437,Supplier_4437,Tiles,Bangalore,3.0,752,30,2222.87
SPLR5438,Supplier_4438,Electrical Wiring,Delhi,5.0,189,13,2680.68
SPLR5439,Supplier_4439,Bricks,Lucknow,4.3,714,8,2197.69
SPLR5440,Supplier_4440,Tiles,Kolkata,3.4,931,10,850.59
SPLR5441,Supplier_4441,Cement,Chennai,3.4,167,18,623.61
SPLR5442,Supplier_4442,Bricks,Pune,3.6,275,10,4722.17
SPLR5443,Supplier_4443,Wood,Chennai,2.6,811,22,3329.82
SPLR5444,Supplier_4444,Electrical Wiring,Jaipur,2.6,215,18,1099.62
SPLR5445,Supplier_4445,Sand,Jaipur,4.3,299,18,3930.33
SPLR5446,Supplier_4446,Tiles,Delhi,4.9,290,12,2338.5
SPLR5447,Supplier_4447,Tiles,Ahmedabad,4.8,56,11,3156.07
SPLR5448,Supplier_4448,Plumbing Pipes,Lucknow,4.1,974,18,524.76
SPLR5449,Supplier_4449,Steel,Bangalore,3.0,475,26,2404.02
SPLR5450,Supplier_4450,Glass,Lucknow,2.9,824,16,1257.86
SPLR5451,Supplier_4451,Concrete,Lucknow,3.7,714,23,2510.55
SPLR5452,Supplier_4452,Electrical Wiring,Kolkata,4.0,188,28,2850.39
SPLR5453,Supplier_4453,Tiles,Lucknow,4.6,389,6,4943.33
SPLR5454,Supplier_4454,Steel,Kolkata,4.1,975,30,4827.09
SPLR5455,Supplier_4455,Tiles,Pune,3.1,793,17,1189.74
SPLR5456,Supplier_4456,Sand,Hyderabad,3.5,858,19,3404.49
SPLR5457,Supplier_4457,Steel,Mumbai,4.5,957,30,4319.08
SPLR5458,Supplier_4458,Concrete,Pune,3.3,377,1,2572.21
SPLR5459,Supplier_4459,Concrete,Delhi,5.0,217,15,4004.59
SPLR5460,Supplier_4460,Glass,Lucknow,2.6,938,11,3961.52
SPLR5461,Supplier_4461,Tiles,Delhi,2.8,139,4,2075.27
SPLR5462,Supplier_4462,Tiles,Ahmedabad,4.6,667,5,4209.13
SPLR5463,Supplier_4463,Sand,Lucknow,4.8,504,7,4464.82
SPLR5464,Supplier_4464,Steel,Lucknow,4.1,211,25,2082.21
SPLR5465,Supplier_4465,Steel,Bangalore,4.2,899,13,2409.46
SPLR5466,Supplier_4466,Glass,Jaipur,3.6,907,19,1382.55
SPLR5467,Supplier_4467,Wood,Chennai,3.2,694,22,1867.45
SPLR5468,Supplier_4468,Wood,Ahmedabad,4.9,701,1,1855.63
SPLR5469,Supplier_4469,Wood,Hyderabad,2.6,98,5,1364.81
SPLR5470,Supplier_4470,Sand,Hyderabad,4.6,279,17,3847.31
SPLR5471,Supplier_4471,Glass,Jaipur,2.8,731,25,1276.16
SPLR5472,Supplier_4472,Tiles,Mumbai,2.5,960,8,4685.09
SPLR5473,Supplier_4473,Concrete,Lucknow,4.5,459,28,1872.06
SPLR5474,Supplier_4474,Plumbing Pipes,Lucknow,4.4,497,2,3532.27
SPLR5475,Supplier_4475,Glass,Chennai,3.9,75,16,1236.62
SPLR5476,Supplier_4476,Steel,Delhi,2.9,326,18,4834.5
SPLR5477,Supplier_4477,Sand,Bangalore,3.4,639,9,4560.91
SPLR5478,Supplier_4478,Plumbing Pipes,Mumbai,4.9,907,8,1165.4
SPLR5479,Supplier_4479,Sand,Hyderabad,4.1,897,3,4480.04
SPLR5480,Supplier_4480,Cement,Lucknow,4.2,259,2,1856.1
SPLR5481,Supplier_4481,Sand,Jaipur,4.0,868,2,1382.02
SPLR5482,Supplier_4482,Bricks,Mumbai,2.5,325,11,812.32
SPLR5483,Supplier_4483,Glass,Mumbai,4.2,304,4,966.17
SPLR5484,Supplier_4484,Tiles,Chennai,4.6,900,3,1097.14
SPLR5485,Supplier_4485,Bricks,Jaipur,5.0,436,7,1993.76
SPLR5486,Supplier_4486,Tiles,Bangalore,3.3,920,18,1870.92
SPLR5487,Supplier_4487,Cement,Jaipur,3.6,552,16,1691.74
SPLR5488,Supplier_4488,Glass,Delhi,2.7,771,4,529.91
SPLR5489,Supplier_4489,Bricks,Lucknow,4.4,209,21,2731.26
SPLR5490,Supplier_4490,Steel,Delhi,4.1,419,13,4040.19
SPLR5491,Supplier_4491,Plumbing Pipes,Bangalore,4.3,908,27,3677.72
SPLR5492,Supplier_4492,Cement,Ahmedabad,3.4,683,14,676.11
SPLR5493,Supplier_4493,Electrical Wiring,Hyderabad,2.5,787,15,4854.82
SPLR5494,Supplier_4494,Electrical Wiring,Delhi,3.3,170,19,1447.06
SPLR5495,Supplier_4495,Tiles,Kolkata,4.2,165,3,3351.74
SPLR5496,Supplier_4496,Concrete,Bangalore,4.1,633,1,3739.43
SPLR5497,Supplier_4497,Concrete,Hyderabad,2.9,644,7,3824.03
SPLR5498,Supplier_4498,Plumbing Pipes,Bangalore,3.9,906,7,3110.3
SPLR5499,Supplier_4499,Tiles,Hyderabad,4.6,598,3,788.48
SPLR5500,Supplier_4500,Cement,Kolkata,4.7,544,17,4880.99
SPLR5501,Supplier_4501,Tiles,Mumbai,3.2,499,9,3653.16
SPLR5502,Supplier_4502,Glass,Delhi,4.1,329,18,4767.09
SPLR5503,Supplier_4503,Glass,Mumbai,3.9,784,14,2515.35
SPLR5504,Supplier_4504,Cement,Jaipur,4.2,742,10,1769.76
SPLR5505,Supplier_4505,Plumbing Pipes,Hyderabad,3.3,712,30,2915.47
SPLR5506,Supplier_4506,Sand,Chennai,3.6,864,12,2377.6
SPLR5507,Supplier_4507,Wood,Pune,3.8,261,29,3768.74
SPLR5508,Supplier_4508,Plumbing Pipes,Kolkata,4.4,983,11,2471.25
SPLR5509,Supplier_4509,Electrical Wiring,Jaipur,4.2,853,14,4441.72
SPLR5510,Supplier_4510,Glass,Jaipur,3.8,844,17,4354.61
SPLR5511,Supplier_4511,Electrical Wiring,Kolkata,4.5,118,4,787.4
SPLR5512,Supplier_4512,Plumbing Pipes,Delhi,4.3,890,5,2832.69
SPLR5513,Supplier_4513,Sand,Bangalore,3.6,548,23,837.28
SPLR5514,Supplier_4514,Cement,Kolkata,3.9,702,27,3270.98
SPLR5515,Supplier_4515,Plumbing Pipes,Hyderabad,4.4,349,13,1200.04
SPLR5516,Supplier_4516,Tiles,Mumbai,4.4,265,24,1035.86
SPLR5517,Supplier_4517,Wood,Lucknow,5.0,257,19,2695.21
SPLR5518,Supplier_4518,Steel,Pune,4.2,413,4,1487.35
SPLR5519,Supplier_4519,Sand,Lucknow,4.5,684,14,4183.07
SPLR5520,Supplier_4520,Sand,Chennai,4.8,676,5,767.68
SPLR5521,Supplier_4521,Steel,Pune,3.6,270,14,3576.7
SPLR5522,Supplier_4522,Wood,Kolkata,2.6,625,30,2846.52
SPLR5523,Supplier_4523,Concrete,Kolkata,4.7,758,27,2749.65
SPLR5524,Supplier_4524,Bricks,Hyderabad,4.0,423,16,815.88
SPLR5525,Supplier_4525,Sand,Kolkata,2.8,539,17,3377.82
SPLR5526,Supplier_4526,Electrical Wiring,Mumbai,2.9,467,14,1212.41
SPLR5527,Supplier_4527,Sand,Kolkata,3.9,79,6,2734.19
SPLR5528,Supplier_4528,Tiles,Lucknow,4.0,447,9,3247.7
SPLR5529,Supplier_4529,Bricks,Bangalore,3.2,126,30,728.96
SPLR5530,Supplier_4530,Tiles,Mumbai,4.4,74,12,2343.38
SPLR5531,Supplier_4531,Bricks,Bangalore,4.1,939,30,2502.77
SPLR5532,Supplier_4532,Bricks,Pune,3.1,137,20,2133.3
SPLR5533,Supplier_4533,Wood,Jaipur,3.0,898,7,994.21
SPLR5534,Supplier_4534,Tiles,Delhi,4.5,175,30,4291.67
SPLR5535,Supplier_4535,Bricks,Lucknow,2.6,452,16,1529.25
SPLR5536,Supplier_4536,Cement,Kolkata,3.1,611,30,2747.93
SPLR5537,Supplier_4537,Electrical Wiring,Delhi,4.0,302,5,4078.02
SPLR5538,Supplier_4538,Tiles,Mumbai,3.4,945,18,1085.34
SPLR5539,Supplier_4539,Electrical Wiring,Lucknow,3.0,281,24,2830.71
SPLR5540,Supplier_4540,Sand,Ahmedabad,3.4,172,30,2805.07
SPLR5541,Supplier_4541,Electrical Wiring,Ahmedabad,2.9,629,3,4043.96
SPLR5542,Supplier_4542,Cement,Mumbai,4.6,741,21,4512.32
SPLR5543,Supplier_4543,Tiles,Hyderabad,2.6,188,16,3515.23
SPLR5544,Supplier_4544,Cement,Delhi,3.7,382,13,1841.54
SPLR5545,Supplier_4545,Electrical Wiring,Jaipur,4.0,739,28,610.29
SPLR5546,Supplier_4546,Glass,Mumbai,4.9,766,11,4737.19
SPLR5547,Supplier_4547,Bricks,Jaipur,4.2,427,4,4005.63
SPLR5548,Supplier_4548,Steel,Hyderabad,3.0,895,28,1099.97
SPLR5549,Supplier_4549,Tiles,Pune,2.6,278,29,1049.19
SPLR5550,Supplier_4550,Tiles,Mumbai,4.4,928,9,2751.65
SPLR5551,Supplier_4551,Tiles,Pune,4.0,778,26,2738.94
SPLR5552,Supplier_4552,Tiles,Bangalore,3.8,80,8,3497.97
SPLR5553,Supplier_4553,Cement,Ahmedabad,4.4,914,2,2707.34
SPLR5554,Supplier_4554,Electrical Wiring,Pune,4.8,861,15,1197.07
SPLR5555,Supplier_4555,Plumbing Pipes,Chennai,3.1,654,25,648.44
SPLR5556,Supplier_4556,Electrical Wiring,Pune,4.3,487,29,1978.33
SPLR5557,Supplier_4557,Concrete,Bangalore,3.3,973,16,3885.3
SPLR5558,Supplier_4558,Glass,Chennai,3.1,194,5,1782.77
SPLR5559,Supplier_4559,Bricks,Pune,2.8,289,7,2183.34
SPLR5560,Supplier_4560,Concrete,Delhi,4.4,208,15,4119.47
SPLR5561,Supplier_4561,Plumbing Pipes,Lucknow,3.6,626,14,2928.04
SPLR5562,Supplier_4562,Sand,Kolkata,3.2,274,8,4149.69
SPLR5563,Supplier_4563,Cement,Lucknow,3.5,479,19,1468.94
