Supplier_ID,Supplier_Name,Location,Material_Type,Lead_Time (days),Historical_Delay (days),Quality_Rating (1-5),Avg_Cost_per_Unit (INR),Financial_Stability_Score,Past_Contract_Failures,Alternative_Suppliers,Climate_Risk,Delivery_Mode,Reliability_Score (0-1),Geo_Proximity (km),Inventory_Buffer_Level
S8961,Supplier_8961,Delhi,Wood,9,0,3.4,2322,7.8,1,"S6019, S4676",Medium,Road,0.8,42,High
S8962,Supplier_8962,Chennai,Cement,6,7,3.9,6703,8.6,1,"S769, S1057",Low,Road,0.8,37,Medium
S8963,Supplier_8963,Kolkata,Concrete,22,3,4.6,7090,7.5,1,"S3172, S3513",Low,Ship,0.88,43,Medium
S8964,Supplier_8964,Mumbai,Glass,27,6,3.8,2435,9.5,1,"S8700, S6442",High,Road,0.85,64,Low
S8965,Supplier_8965,Hyderabad,Steel,15,8,3.6,9838,8.9,0,"S7008, S9707",High,Rail,0.91,36,High
S8966,Supplier_8966,Hyderabad,Glass,12,8,4.2,6072,6.8,0,"S9246, S11485",Low,Ship,0.79,62,Low
S8967,Supplier_8967,Mumbai,Glass,7,9,3.9,6797,8.9,1,"S4334, S2072",High,Air,0.94,40,Low
S8968,Supplier_8968,Kolkata,Concrete,6,10,3.8,6526,5.0,0,"S4070, S8489",Low,Air,0.71,93,High
S8969,Supplier_8969,Hyderabad,Cement,8,6,3.4,8846,6.0,2,"S6453, S4676",High,Road,0.74,85,Low
S8970,Supplier_8970,Hyderabad,Wood,22,9,3.8,5400,9.9,0,"S3851, S12308",Low,Rail,0.95,36,Medium
S8971,Supplier_8971,Kolkata,Bricks,22,1,5.0,6594,8.8,0,"S7346, S4568",Low,Ship,0.85,95,Low
S8972,Supplier_8972,Mumbai,Glass,14,4,3.6,3738,9.3,0,"S495, S7320",Low,Ship,0.87,75,Low
S8973,Supplier_8973,Kolkata,Steel,23,9,4.0,3023,5.8,3,"S4660, S12500",Medium,Rail,0.81,46,Low
S8974,Supplier_8974,Chennai,Glass,27,10,4.7,9699,7.7,0,"S4300, S8893",Medium,Rail,0.98,13,Low
S8975,Supplier_8975,Kolkata,Steel,23,6,4.3,9788,6.8,1,"S5631, S6044",High,Rail,0.83,88,High
S8976,Supplier_8976,Mumbai,Concrete,17,1,3.4,5736,6.7,0,"S3146, S2084",Medium,Road,0.89,59,Low
S8977,Supplier_8977,Mumbai,Cement,8,5,4.8,8826,8.0,2,"S10256, S7234",High,Air,0.71,25,Low
S8978,Supplier_8978,Chennai,Concrete,15,3,3.4,7913,6.6,1,"S6902, S3433",Low,Air,0.75,94,Medium
S8979,Supplier_8979,Bangalore,Cement,15,4,3.7,8290,5.3,3,"S5881, S1761",Low,Air,0.79,73,Low
S8980,Supplier_8980,Delhi,Concrete,28,5,4.8,2623,7.3,0,"S14954, S1793",High,Ship,0.82,25,High
S8981,Supplier_8981,Kolkata,Wood,15,0,3.8,6945,5.4,2,"S121, S1069",High,Air,0.98,92,High
S8982,Supplier_8982,Chennai,Glass,13,1,4.1,3576,9.0,2,"S5635, S3943",Medium,Ship,0.76,43,Low
S8983,Supplier_8983,Chennai,Wood,12,9,3.5,9704,9.1,2,"S12694, S14664",Low,Rail,0.99,57,High
S8984,Supplier_8984,Bangalore,Glass,15,8,4.6,5584,6.2,2,"S11431, S9333",Low,Road,0.71,100,Low
S8985,Supplier_8985,Delhi,Bricks,30,9,3.2,3535,9.4,3,"S4076, S7533",Low,Air,0.76,98,Medium
S8986,Supplier_8986,Hyderabad,Concrete,11,7,4.4,5841,8.9,0,"S1566, S9909",Low,Air,0.74,37,Low
S8987,Supplier_8987,Kolkata,Bricks,10,7,4.5,5328,8.7,2,"S11457, S14328",Medium,Ship,0.73,78,Low
S8988,Supplier_8988,Hyderabad,Concrete,9,1,3.4,6263,7.4,2,"S1630, S3685",High,Air,0.72,70,Low
S8989,Supplier_8989,Hyderabad,Glass,10,9,4.9,3618,9.2,0,"S750, S12368",Low,Ship,0.97,90,Medium
S8990,Supplier_8990,Chennai,Wood,15,2,4.5,9379,8.6,0,"S11689, S14884",Low,Air,0.87,58,Low
S8991,Supplier_8991,Chennai,Wood,21,9,3.0,5498,6.4,0,"S8500, S8889",Medium,Air,0.89,50,Low
S8992,Supplier_8992,Mumbai,Glass,22,4,3.1,4128,8.9,3,"S6005, S2470",Medium,Air,0.71,18,High
S8993,Supplier_8993,Bangalore,Steel,23,7,3.3,3088,7.0,3,"S1658, S13978",High,Rail,0.74,44,Medium
S8994,Supplier_8994,Chennai,Steel,23,6,3.1,3467,5.7,0,"S3905, S3623",Medium,Rail,0.8,15,High
S8995,Supplier_8995,Mumbai,Wood,5,9,3.1,7271,9.9,3,"S12715, S6397",Medium,Road,0.73,77,High
S8996,Supplier_8996,Kolkata,Cement,8,8,3.3,7609,7.5,0,"S2547, S14304",High,Air,0.83,98,High
S8997,Supplier_8997,Hyderabad,Concrete,10,5,3.4,5984,8.2,2,"S6623, S1114",Medium,Air,0.77,91,Medium
S8998,Supplier_8998,Chennai,Glass,5,1,4.3,2029,9.9,0,"S1924, S8703",Low,Road,0.78,51,Medium
S8999,Supplier_8999,Kolkata,Cement,19,5,4.1,6970,5.1,3,"S12241, S9258",High,Road,0.85,13,Medium
S9000,Supplier_9000,Hyderabad,Cement,6,7,3.2,3612,7.0,0,"S10940, S4164",Medium,Air,0.87,74,High
S9001,Supplier_9001,Chennai,Concrete,13,7,3.7,6394,7.2,2,"S9531, S13204",High,Air,0.91,28,Low
S9002,Supplier_9002,Chennai,Glass,13,8,4.9,3201,8.3,3,"S2301, S9974",High,Rail,0.82,57,Medium
S9003,Supplier_9003,Chennai,Cement,25,3,4.9,8062,6.2,3,"S2530, S9958",Medium,Road,0.98,62,Low
S9004,Supplier_9004,Hyderabad,Concrete,29,5,4.2,8476,9.7,0,"S6552, S12906",High,Ship,0.78,70,Medium
S9005,Supplier_9005,Delhi,Wood,30,4,4.3,9385,8.4,1,"S8782, S9864",Medium,Ship,0.92,48,Low
S9006,Supplier_9006,Bangalore,Concrete,6,0,4.1,6060,8.9,1,"S12335, S2128",Low,Road,0.89,68,Low
S9007,Supplier_9007,Kolkata,Glass,9,7,4.0,7706,7.6,3,"S13724, S832",High,Road,0.88,95,Medium
S9008,Supplier_9008,Hyderabad,Wood,26,3,4.7,6311,6.9,3,"S7410, S6691",High,Air,0.79,81,High
S9009,Supplier_9009,Delhi,Cement,11,1,4.9,5170,8.1,1,"S8786, S8571",Medium,Air,0.71,93,Low
S9010,Supplier_9010,Delhi,Cement,22,2,4.2,7051,9.5,0,"S069, S13212",Medium,Ship,0.86,32,Low
S9011,Supplier_9011,Mumbai,Glass,8,9,4.4,5072,8.1,2,"S1374, S14307",Medium,Rail,0.97,38,Low
S9012,Supplier_9012,Mumbai,Steel,9,2,4.3,6594,8.9,3,"S14492, S12883",Medium,Road,0.99,59,Medium
S9013,Supplier_9013,Bangalore,Concrete,9,4,3.7,5196,5.6,1,"S694, S13096",Low,Road,0.87,21,High
S9014,Supplier_9014,Kolkata,Cement,23,3,4.8,2000,7.8,2,"S9677, S4040",High,Air,0.9,94,Medium
S9015,Supplier_9015,Delhi,Bricks,21,0,3.2,5705,5.9,3,"S4007, S11868",High,Rail,0.74,94,Medium
S9016,Supplier_9016,Delhi,Cement,16,10,3.4,5835,7.8,2,"S7818, S228",High,Ship,0.92,47,High
S9017,Supplier_9017,Mumbai,Cement,26,2,4.0,7545,6.0,2,"S10039, S941",Medium,Rail,0.87,90,Medium
S9018,Supplier_9018,Chennai,Cement,14,2,4.9,9170,6.3,2,"S2665, S9348",Low,Road,0.96,24,Low
S9019,Supplier_9019,Mumbai,Bricks,18,1,4.6,3274,8.4,3,"S9310, S10624",Low,Air,0.78,82,Low
S9020,Supplier_9020,Hyderabad,Wood,6,10,3.5,6282,5.9,2,"S13904, S3199",High,Rail,0.98,10,Medium
S9021,Supplier_9021,Hyderabad,Cement,17,9,3.1,9319,6.0,3,"S5421, S4405",Low,Road,0.83,38,Medium
S9022,Supplier_9022,Hyderabad,Concrete,25,9,4.4,9555,9.4,1,"S13297, S9573",Low,Rail,0.78,56,High
S9023,Supplier_9023,Chennai,Steel,6,0,3.3,9507,8.7,3,"S2998, S6071",High,Rail,0.91,13,High
S9024,Supplier_9024,Bangalore,Cement,16,6,4.5,2508,8.8,0,"S7822, S930",High,Air,0.91,28,Medium
S9025,Supplier_9025,Chennai,Concrete,7,2,4.8,9745,8.1,1,"S5581, S11662",Low,Rail,0.99,97,High
S9026,Supplier_9026,Bangalore,Wood,21,3,4.0,9965,8.2,2,"S3470, S2871",Medium,Air,0.82,89,High
S9027,Supplier_9027,Hyderabad,Concrete,18,4,4.2,2268,9.6,1,"S2444, S12911",Medium,Ship,0.77,23,High
S9028,Supplier_9028,Mumbai,Cement,26,6,4.7,7650,5.9,1,"S13777, S6856",High,Ship,0.73,72,High
S9029,Supplier_9029,Mumbai,Concrete,12,10,4.3,6982,5.4,3,"S4540, S7979",Medium,Air,0.71,75,Low
S9030,Supplier_9030,Hyderabad,Glass,16,3,4.2,2711,5.3,0,"S14622, S8400",Low,Road,0.75,84,Low
S9031,Supplier_9031,Kolkata,Cement,27,9,3.7,5245,6.7,2,"S9039, S13499",Low,Ship,0.99,69,Low
S9032,Supplier_9032,Mumbai,Concrete,20,9,3.3,5347,8.7,2,"S682, S12767",Low,Ship,0.83,85,High
S9033,Supplier_9033,Hyderabad,Cement,16,8,3.9,2477,6.2,2,"S5588, S13362",Low,Rail,0.8,29,Medium
S9034,Supplier_9034,Delhi,Bricks,25,2,4.5,8503,9.7,3,"S11338, S7173",High,Air,0.71,19,Low
S9035,Supplier_9035,Chennai,Bricks,27,8,4.8,8430,7.1,1,"S14029, S13106",High,Air,0.93,94,Medium
S9036,Supplier_9036,Chennai,Wood,9,2,3.7,2559,6.2,3,"S2094, S11068",High,Ship,0.73,24,High
S9037,Supplier_9037,Delhi,Glass,11,3,3.9,6254,7.4,2,"S8255, S9441",Medium,Ship,0.8,30,Medium
S9038,Supplier_9038,Kolkata,Concrete,11,5,3.3,5946,6.1,1,"S7366, S3175",Low,Ship,0.78,70,Low
S9039,Supplier_9039,Hyderabad,Bricks,10,9,3.3,3759,8.7,3,"S10238, S14332",Medium,Air,0.7,54,Low
S9040,Supplier_9040,Hyderabad,Glass,20,4,4.4,9867,7.7,0,"S5892, S13040",High,Ship,0.92,68,Low
S9041,Supplier_9041,Kolkata,Wood,18,5,4.5,3255,8.7,2,"S14169, S12763",High,Road,0.77,58,Low
S9042,Supplier_9042,Bangalore,Bricks,13,9,3.8,8021,7.8,0,"S6210, S3345",Low,Ship,0.9,61,High
S9043,Supplier_9043,Kolkata,Wood,21,10,4.5,4987,9.9,3,"S10351, S13946",Medium,Road,0.98,63,Medium
S9044,Supplier_9044,Chennai,Wood,23,7,3.2,4529,9.9,3,"S9997, S12326",Low,Road,0.83,49,Medium
S9045,Supplier_9045,Kolkata,Concrete,5,9,3.9,8262,7.9,3,"S11017, S4611",High,Ship,0.93,24,High
S9046,Supplier_9046,Kolkata,Cement,27,9,3.0,6573,5.1,1,"S11924, S9178",Medium,Road,0.95,49,High
S9047,Supplier_9047,Hyderabad,Glass,16,2,3.5,4190,6.9,1,"S7541, S9068",High,Ship,0.89,30,Low
S9048,Supplier_9048,Bangalore,Cement,12,8,3.8,9855,7.6,2,"S8272, S12879",Low,Road,0.84,13,High
S9049,Supplier_9049,Chennai,Wood,14,3,4.0,9889,7.7,1,"S8692, S13679",High,Air,0.93,43,Medium
S9050,Supplier_9050,Chennai,Wood,9,6,3.4,6862,9.9,0,"S9726, S10203",High,Rail,0.92,63,Low
S9051,Supplier_9051,Bangalore,Concrete,30,10,3.0,3845,7.3,3,"S2358, S13669",Medium,Rail,0.75,29,Low
S9052,Supplier_9052,Delhi,Cement,9,2,3.6,7879,8.2,0,"S5051, S7563",Medium,Rail,0.81,64,Low
S9053,Supplier_9053,Hyderabad,Concrete,28,0,3.7,7102,8.6,1,"S5270, S14556",Low,Air,0.98,84,High
S9054,Supplier_9054,Bangalore,Wood,28,3,4.1,5946,9.6,3,"S314, S9098",Medium,Air,0.76,85,High
S9055,Supplier_9055,Bangalore,Bricks,15,6,3.3,3842,6.6,3,"S12030, S3192",Low,Ship,0.99,18,Medium
S9056,Supplier_9056,Hyderabad,Concrete,5,1,3.7,8503,7.0,2,"S14385, S11498",High,Road,0.91,47,Low
S9057,Supplier_9057,Kolkata,Cement,26,0,4.0,2263,6.1,2,"S297, S4722",Medium,Air,0.98,49,High
S9058,Supplier_9058,Chennai,Wood,29,2,3.8,5507,6.6,2,"S3884, S14755",Low,Ship,0.93,62,Medium
S9059,Supplier_9059,Delhi,Cement,26,5,3.9,9987,7.2,3,"S14505, S8118",Low,Ship,0.74,83,High
S9060,Supplier_9060,Delhi,Bricks,12,1,4.0,6894,8.8,1,"S9587, S4906",High,Air,0.84,59,Medium
S9061,Supplier_9061,Delhi,Wood,24,1,3.7,9226,6.5,3,"S6097, S3185",High,Road,0.78,20,Low
S9062,Supplier_9062,Mumbai,Concrete,6,6,4.6,6046,6.1,0,"S13140, S10574",Medium,Air,0.82,69,Low
S9063,Supplier_9063,Bangalore,Wood,15,7,4.7,6836,5.6,1,"S12883, S5633",Medium,Ship,0.95,61,Low
S9064,Supplier_9064,Chennai,Glass,25,10,3.8,9895,9.1,3,"S14877, S9026",Low,Road,0.95,29,Low
S9065,Supplier_9065,Kolkata,Wood,20,3,4.5,5957,8.7,1,"S13468, S8061",Low,Road,0.72,14,Medium
S9066,Supplier_9066,Delhi,Concrete,15,9,3.6,6095,9.5,3,"S13290, S2757",Low,Rail,0.9,64,High
S9067,Supplier_9067,Hyderabad,Wood,17,8,3.0,5321,9.1,2,"S4950, S7815",Medium,Ship,0.72,13,Low
S9068,Supplier_9068,Delhi,Glass,13,10,3.5,6865,5.6,0,"S3790, S11059",Low,Rail,0.82,25,High
S9069,Supplier_9069,Hyderabad,Steel,8,2,3.3,7535,6.8,1,"S7995, S9316",Low,Ship,0.7,47,Low
S9070,Supplier_9070,Bangalore,Steel,23,9,4.9,3770,7.5,0,"S506, S2574",High,Road,0.82,78,Low
S9071,Supplier_9071,Mumbai,Wood,26,8,4.9,7649,6.2,1,"S5145, S12692",Low,Ship,0.95,56,Low
S9072,Supplier_9072,Bangalore,Cement,12,10,3.8,3368,9.9,3,"S4155, S255",Low,Air,0.77,33,High
S9073,Supplier_9073,Mumbai,Wood,24,2,3.4,6664,6.9,1,"S8550, S10105",Medium,Road,0.84,78,Medium
S9074,Supplier_9074,Bangalore,Cement,29,2,3.3,9965,7.1,1,"S8668, S4587",High,Rail,0.73,89,Low
S9075,Supplier_9075,Hyderabad,Wood,18,0,3.5,3461,8.1,0,"S12730, S14171",Low,Air,0.73,20,High
S9076,Supplier_9076,Hyderabad,Wood,6,6,3.5,2116,6.8,3,"S4673, S11331",High,Rail,0.81,26,Low
S9077,Supplier_9077,Bangalore,Glass,8,0,4.5,3273,8.4,3,"S5913, S5459",Low,Ship,0.88,21,Medium
S9078,Supplier_9078,Delhi,Concrete,22,5,4.8,7535,7.9,1,"S13958, S14670",High,Air,0.75,80,High
S9079,Supplier_9079,Delhi,Wood,13,3,4.6,2957,7.8,0,"S5714, S12106",Medium,Road,0.73,11,Low
S9080,Supplier_9080,Kolkata,Concrete,26,1,4.1,7632,6.0,0,"S11302, S5285",Low,Road,0.77,10,Medium
S9081,Supplier_9081,Kolkata,Bricks,20,9,5.0,9661,6.1,0,"S4766, S8953",Low,Ship,0.79,12,Low
S9082,Supplier_9082,Chennai,Steel,16,4,3.1,5184,7.3,2,"S12048, S12518",Medium,Road,0.76,49,High
S9083,Supplier_9083,Chennai,Bricks,27,4,3.9,2940,6.1,1,"S2457, S8758",Low,Air,0.9,95,High
S9084,Supplier_9084,Hyderabad,Concrete,17,0,3.5,7355,9.2,1,"S679, S6608",Low,Ship,0.84,68,High
S9085,Supplier_9085,Delhi,Bricks,5,2,3.9,7889,6.7,3,"S12825, S10785",High,Air,0.81,97,Medium
S9086,Supplier_9086,Bangalore,Steel,9,2,4.5,2325,8.1,2,"S6672, S8917",Medium,Rail,0.78,15,Low
S9087,Supplier_9087,Mumbai,Bricks,11,10,4.8,5846,9.6,0,"S608, S9801",Medium,Air,0.89,17,Low
S9088,Supplier_9088,Hyderabad,Concrete,17,5,3.9,6056,9.3,2,"S10186, S3964",High,Rail,0.97,79,Low
S9089,Supplier_9089,Delhi,Glass,10,5,4.6,4460,6.6,2,"S8120, S7020",High,Rail,0.85,74,Low
S9090,Supplier_9090,Delhi,Glass,19,7,4.8,4000,7.7,1,"S10312, S3493",Medium,Air,0.84,74,High
S9091,Supplier_9091,Hyderabad,Concrete,26,9,3.5,4393,8.5,2,"S913, S3550",Low,Ship,0.82,77,High
S9092,Supplier_9092,Delhi,Bricks,12,2,4.9,7349,5.4,3,"S13155, S9336",High,Air,0.82,27,Low
S9093,Supplier_9093,Hyderabad,Wood,17,4,3.7,6059,9.6,0,"S8816, S10594",High,Ship,0.84,68,High
S9094,Supplier_9094,Bangalore,Steel,6,8,3.1,4666,8.2,2,"S8963, S10403",High,Ship,0.85,56,Low
S9095,Supplier_9095,Bangalore,Wood,15,10,4.5,7785,7.5,2,"S1281, S1813",Medium,Air,0.81,46,Low
S9096,Supplier_9096,Delhi,Concrete,16,5,4.6,4503,6.3,1,"S8333, S10315",High,Road,0.97,17,Medium
S9097,Supplier_9097,Delhi,Wood,12,8,3.1,9381,5.4,2,"S9406, S12264",Medium,Air,0.71,92,Medium
S9098,Supplier_9098,Kolkata,Glass,13,8,3.2,3066,9.4,0,"S12924, S2636",High,Rail,0.87,47,High
S9099,Supplier_9099,Delhi,Wood,11,3,4.3,9354,8.5,1,"S7148, S7144",Low,Road,0.94,59,Medium
S9100,Supplier_9100,Delhi,Wood,24,10,4.6,3969,5.1,2,"S8373, S13867",Low,Air,0.89,12,High
S9101,Supplier_9101,Delhi,Cement,8,10,3.6,6631,9.8,2,"S13665, S546",High,Ship,0.85,10,Low
S9102,Supplier_9102,Mumbai,Bricks,17,0,4.1,3676,8.3,3,"S7348, S7377",Low,Rail,1.0,26,Medium
S9103,Supplier_9103,Bangalore,Glass,27,4,4.7,5777,6.9,2,"S12811, S10773",High,Rail,0.98,38,Low
S9104,Supplier_9104,Delhi,Steel,12,9,4.4,9361,6.6,1,"S4728, S8973",High,Air,0.87,26,Low
S9105,Supplier_9105,Mumbai,Concrete,7,6,4.8,2720,7.6,3,"S14641, S093",Medium,Ship,0.97,44,Low
S9106,Supplier_9106,Delhi,Cement,25,6,4.0,9060,9.7,3,"S2339, S14935",Medium,Ship,0.8,39,Low
S9107,Supplier_9107,Hyderabad,Glass,16,5,3.6,6811,5.9,0,"S8313, S13615",Low,Road,0.76,48,Low
S9108,Supplier_9108,Mumbai,Bricks,9,5,5.0,2830,9.6,0,"S5270, S11937",Low,Air,0.74,68,Medium
S9109,Supplier_9109,Mumbai,Steel,12,3,3.2,6284,7.0,2,"S10880, S14914",Medium,Ship,0.84,95,Low
S9110,Supplier_9110,Delhi,Glass,28,4,3.3,8641,5.8,3,"S13915, S848",Medium,Road,0.71,31,Low
S9111,Supplier_9111,Kolkata,Steel,10,3,5.0,9903,6.9,0,"S12061, S4955",High,Road,0.75,77,Medium
S9112,Supplier_9112,Kolkata,Bricks,23,5,3.9,4642,8.6,1,"S13873, S14185",Medium,Ship,0.82,55,Medium
S9113,Supplier_9113,Kolkata,Steel,9,4,3.6,3348,10.0,0,"S4962, S10275",Medium,Road,0.76,75,High
S9114,Supplier_9114,Hyderabad,Wood,29,5,4.5,5456,5.9,0,"S6046, S10633",Low,Rail,0.75,26,Medium
S9115,Supplier_9115,Chennai,Concrete,16,4,4.0,5935,7.7,1,"S3282, S1261",Low,Ship,0.97,22,Low
S9116,Supplier_9116,Mumbai,Cement,15,10,3.8,7686,7.6,2,"S10498, S9836",Medium,Air,0.78,73,Low
S9117,Supplier_9117,Chennai,Cement,20,10,4.2,8747,6.8,3,"S9883, S356",Medium,Air,0.84,35,High
S9118,Supplier_9118,Kolkata,Bricks,15,0,3.1,4786,5.3,1,"S659, S2853",Low,Road,0.77,38,High
S9119,Supplier_9119,Bangalore,Cement,21,3,4.1,4933,6.4,2,"S4993, S8523",Medium,Air,0.87,98,Low
S9120,Supplier_9120,Chennai,Glass,24,0,4.2,8478,8.3,0,"S1303, S13430",Low,Air,0.82,42,High
S9121,Supplier_9121,Kolkata,Bricks,26,5,5.0,8828,7.9,1,"S13497, S3844",Low,Ship,0.91,32,High
S9122,Supplier_9122,Mumbai,Concrete,25,2,3.1,2703,6.6,3,"S14944, S5918",Medium,Air,0.94,71,Medium
S9123,Supplier_9123,Chennai,Glass,26,2,3.6,8616,5.4,2,"S11270, S5502",Low,Road,0.98,55,Medium
S9124,Supplier_9124,Hyderabad,Steel,11,7,4.3,4681,5.4,3,"S11696, S14069",Medium,Ship,0.78,48,Low
S9125,Supplier_9125,Chennai,Steel,16,8,4.2,8168,9.1,1,"S13123, S6322",High,Rail,0.93,68,Low
S9126,Supplier_9126,Mumbai,Concrete,21,0,4.6,7102,8.0,2,"S760, S11413",Low,Rail,0.82,38,Medium
S9127,Supplier_9127,Kolkata,Bricks,24,7,3.7,8786,8.7,1,"S14230, S6582",Low,Road,0.94,13,Medium
S9128,Supplier_9128,Hyderabad,Glass,26,9,4.4,4141,6.1,3,"S10788, S9150",Medium,Air,0.7,90,Medium
S9129,Supplier_9129,Bangalore,Glass,9,5,3.2,8119,5.9,2,"S9034, S2976",Low,Air,0.93,55,Low
S9130,Supplier_9130,Kolkata,Bricks,15,0,3.4,6522,9.6,1,"S9276, S284",Low,Air,0.71,15,High
S9131,Supplier_9131,Mumbai,Concrete,26,9,3.0,4058,5.3,3,"S7458, S5775",Low,Air,0.8,90,High
S9132,Supplier_9132,Kolkata,Concrete,16,8,4.0,8574,8.1,0,"S2962, S2457",Medium,Air,0.98,22,High
S9133,Supplier_9133,Mumbai,Steel,26,10,3.7,5203,7.1,3,"S1208, S6335",Medium,Rail,0.73,34,High
S9134,Supplier_9134,Hyderabad,Glass,11,10,3.1,8061,9.7,2,"S14534, S10909",Low,Air,0.99,40,Medium
S9135,Supplier_9135,Bangalore,Bricks,14,5,3.8,9244,7.5,0,"S9257, S10852",Medium,Air,0.87,91,High
S9136,Supplier_9136,Kolkata,Concrete,9,1,4.5,2094,9.4,1,"S12330, S1930",Medium,Road,0.89,62,High
S9137,Supplier_9137,Hyderabad,Wood,24,9,3.0,6378,8.8,3,"S1778, S5502",Low,Road,0.71,22,Medium
S9138,Supplier_9138,Delhi,Glass,19,9,4.3,4082,7.3,2,"S14353, S5196",Low,Air,0.76,44,High
S9139,Supplier_9139,Bangalore,Steel,5,0,4.0,3737,6.9,0,"S7855, S5638",Medium,Ship,0.96,41,Medium
S9140,Supplier_9140,Chennai,Bricks,30,8,3.4,2624,9.1,3,"S14283, S2139",Medium,Air,0.91,48,Low
S9141,Supplier_9141,Chennai,Steel,29,0,4.8,5014,8.7,1,"S13838, S13850",Medium,Rail,0.87,88,Medium
S9142,Supplier_9142,Bangalore,Cement,10,10,4.9,7015,9.4,3,"S363, S7928",Low,Rail,0.75,92,High
S9143,Supplier_9143,Delhi,Concrete,22,0,3.7,5612,6.1,3,"S757, S6756",Low,Air,0.71,11,High
S9144,Supplier_9144,Hyderabad,Glass,19,8,4.7,5713,9.0,0,"S6800, S5327",High,Rail,0.89,85,Medium
S9145,Supplier_9145,Kolkata,Wood,16,0,4.2,3309,8.5,3,"S4034, S7237",High,Rail,0.98,20,Medium
S9146,Supplier_9146,Mumbai,Concrete,24,2,3.8,5460,5.0,3,"S10719, S11048",Low,Ship,0.92,34,Medium
S9147,Supplier_9147,Hyderabad,Cement,9,10,3.9,8453,7.1,2,"S13367, S4821",Medium,Air,0.88,40,High
S9148,Supplier_9148,Bangalore,Cement,24,9,4.6,8554,6.7,1,"S7392, S13407",High,Road,0.89,74,Low
S9149,Supplier_9149,Delhi,Bricks,8,3,4.0,9224,6.0,1,"S1032, S14483",Low,Ship,0.89,70,High
S9150,Supplier_9150,Kolkata,Concrete,21,7,4.9,6828,5.8,0,"S2126, S13692",Medium,Ship,0.81,56,High
S9151,Supplier_9151,Mumbai,Glass,24,3,3.5,4183,9.9,0,"S13815, S1340",Medium,Road,0.83,64,Medium
S9152,Supplier_9152,Bangalore,Steel,11,3,3.7,8986,9.0,1,"S9542, S1365",Low,Road,0.72,35,Medium
S9153,Supplier_9153,Delhi,Bricks,20,9,4.6,2739,9.6,2,"S6492, S9704",Low,Air,0.84,91,High
S9154,Supplier_9154,Bangalore,Glass,25,3,3.8,5938,8.4,3,"S6519, S9095",Medium,Road,0.74,50,Medium
S9155,Supplier_9155,Delhi,Wood,10,8,4.2,5968,8.5,3,"S9625, S7160",Medium,Road,0.92,90,Medium
S9156,Supplier_9156,Delhi,Steel,23,1,4.2,5142,7.7,1,"S3247, S7456",High,Rail,0.74,99,Low
S9157,Supplier_9157,Mumbai,Cement,20,9,3.7,7010,8.1,0,"S4759, S7363",Medium,Air,0.88,68,Medium
S9158,Supplier_9158,Delhi,Concrete,7,6,4.7,2036,9.9,1,"S14172, S13462",Medium,Road,0.74,43,Low
S9159,Supplier_9159,Kolkata,Glass,25,5,3.7,6204,8.7,2,"S14851, S13411",High,Ship,0.83,81,High
S9160,Supplier_9160,Kolkata,Steel,21,3,3.5,5317,7.1,3,"S11152, S13522",Low,Ship,0.85,72,Low
S9161,Supplier_9161,Mumbai,Concrete,9,2,3.5,3739,6.5,2,"S6231, S2075",Medium,Road,0.94,90,High
S9162,Supplier_9162,Mumbai,Cement,5,5,3.0,4063,5.8,1,"S8840, S8379",Medium,Rail,0.8,80,High
S9163,Supplier_9163,Delhi,Wood,26,8,3.8,4627,8.7,1,"S2929, S10189",High,Air,0.7,35,Low
S9164,Supplier_9164,Mumbai,Steel,21,10,4.3,9858,9.5,1,"S10470, S4005",Low,Air,0.85,71,Low
S9165,Supplier_9165,Bangalore,Concrete,30,9,4.9,2521,6.5,3,"S8673, S8827",Medium,Ship,0.74,27,Low
S9166,Supplier_9166,Kolkata,Steel,28,10,3.3,5727,8.8,2,"S11560, S12857",Low,Rail,1.0,35,Low
S9167,Supplier_9167,Kolkata,Glass,11,10,4.5,6373,9.8,3,"S729, S156",Medium,Air,0.71,85,High
S9168,Supplier_9168,Kolkata,Wood,12,9,3.8,5548,9.9,3,"S11827, S7190",High,Rail,0.73,85,Medium
S9169,Supplier_9169,Hyderabad,Wood,10,8,3.9,9607,6.5,3,"S550, S2263",High,Road,0.84,22,Medium
S9170,Supplier_9170,Hyderabad,Cement,26,10,3.1,6315,8.0,3,"S11385, S10969",High,Air,0.9,16,High
S9171,Supplier_9171,Mumbai,Cement,25,7,4.5,5316,10.0,1,"S9822, S11542",High,Road,0.88,84,High
S9172,Supplier_9172,Delhi,Wood,17,1,3.6,9204,9.0,2,"S12242, S3827",Medium,Rail,0.89,10,Low
S9173,Supplier_9173,Delhi,Concrete,23,6,3.3,7623,9.2,3,"S1748, S7733",Medium,Ship,0.77,88,High
S9174,Supplier_9174,Bangalore,Steel,16,8,4.5,6334,6.6,3,"S8679, S11571",High,Rail,0.81,97,Medium
S9175,Supplier_9175,Delhi,Cement,6,3,4.4,3049,9.8,2,"S3883, S3191",Low,Air,0.81,41,Low
S9176,Supplier_9176,Kolkata,Glass,14,10,4.3,7310,7.0,0,"S13462, S10440",Low,Road,0.72,24,Low
S9177,Supplier_9177,Bangalore,Concrete,15,4,3.6,4895,5.3,2,"S14593, S13162",Low,Ship,0.77,13,Low
