Project ID,City,Project Type,Project Size (sq. m),Start Date,End Date,Labor Count,Equipment Count,Avg Temperature (°C),Rainfall (mm),Milestone,External Factor,Delayed,Delay Duration (days),Delay Reason
PRJ-04948,Chennai,Airport,83320,2021-11-21,2023-03-04,1653,48,36.95768509667716,365.4318404998563,Roofing,None,True,355,Site condition issues
PRJ-04949,Mumbai,Residential,83785,2015-10-20,2017-10-06,831,13,21.277473455664776,202.18686825703475,Structural Completion,None,True,46,Regulatory approval delay
PRJ-04950,Kolkata,Residential,67243,2024-01-02,2027-05-14,1679,36,35.27564151230845,180.83195166075578,Finishing,Environmental clearance delay,False,0,No Delay
PRJ-04951,Hyderabad,Commercial,18265,2023-05-11,2026-04-24,699,50,38.31582837615378,89.37713663156055,Structural Completion,Land dispute,True,24,Monsoon rains
PRJ-04952,Kolkata,Airport,94472,2015-06-17,2017-09-07,1292,19,23.108263891769063,58.49612060083342,Roofing,None,False,0,No Delay
PRJ-04953,Pune,Railway,79702,2016-07-19,2019-10-28,845,43,33.715767563216225,297.00752356408594,Foundation,None,False,0,No Delay
PRJ-04954,Pune,Residential,15535,2023-01-14,2025-04-13,167,43,23.259894390569208,373.803433949868,Structural Completion,Environmental clearance delay,False,0,No Delay
PRJ-04955,Kolkata,Industrial,83250,2015-05-13,2016-05-20,346,13,28.693361938823998,164.16904787872517,Handover,Land dispute,False,0,No Delay
PRJ-04956,Ahmedabad,Metro,32360,2021-10-15,2022-10-05,1958,33,40.71759010280515,348.91016751910865,Inspection,Funding issues,False,0,No Delay
PRJ-04957,Bangalore,Bridge,24605,2016-07-10,2019-11-11,1992,5,34.30440660887763,235.20049753730893,Finishing,None,False,0,No Delay
PRJ-04958,Bangalore,Industrial,34506,2023-06-19,2024-11-25,350,16,30.578550647463715,117.00834007830707,Finishing,Environmental clearance delay,False,0,No Delay
PRJ-04959,Mumbai,Railway,70249,2020-08-14,2022-03-17,1678,30,28.560480243588962,454.1496268697049,Handover,Land dispute,False,0,No Delay
PRJ-04960,Ahmedabad,Airport,32753,2020-05-01,2022-03-23,1999,13,23.316076464502363,361.56548216983356,Handover,Environmental clearance delay,True,189,Material shortage
PRJ-04961,Chennai,Industrial,63721,2015-02-20,2016-03-16,689,13,40.183175420947336,222.15630865380686,Roofing,Land dispute,True,47,Material shortage
PRJ-04962,Kolkata,Railway,52607,2021-11-29,2025-08-23,966,30,44.53000488693536,429.84529226829204,Structural Completion,Environmental clearance delay,True,110,Labor strike
PRJ-04963,Mumbai,Highway,81551,2017-01-31,2020-11-17,548,22,16.59283092806542,215.22169096809208,Structural Completion,Land dispute,True,26,Financial issues
PRJ-04964,Hyderabad,Residential,65435,2023-01-23,2023-10-02,1819,32,44.81778468385184,425.66046469172284,Finishing,Land dispute,True,359,Labor strike
PRJ-04965,Kolkata,Highway,32298,2015-12-10,2017-02-11,408,36,41.35488382228708,67.71142806749918,Handover,Land dispute,True,6,Material shortage
PRJ-04966,Mumbai,Commercial,34503,2018-05-24,2019-06-22,1365,21,43.62069957356281,280.5891209633968,Handover,Land dispute,False,0,No Delay
PRJ-04967,Delhi,Commercial,93538,2015-01-08,2016-05-04,1905,12,34.590507503727736,127.70629102063408,Inspection,Funding issues,True,5,Financial issues
PRJ-04968,Bangalore,Residential,75688,2020-09-11,2023-04-19,379,10,36.17561214556024,492.6928298663601,Structural Completion,Funding issues,False,0,No Delay
PRJ-04969,Pune,Airport,55244,2016-09-24,2018-11-16,1195,35,28.201838103625242,435.93642967952,Finishing,Funding issues,True,56,Regulatory approval delay
PRJ-04970,Ahmedabad,Commercial,68394,2020-01-10,2023-08-20,1899,28,18.4568983233493,296.32250216516684,Handover,Funding issues,True,3,Monsoon rains
PRJ-04971,Chennai,Bridge,71346,2023-03-14,2026-05-20,1441,18,16.324720659701246,434.9128159906682,Inspection,Environmental clearance delay,False,0,No Delay
PRJ-04972,Ahmedabad,Bridge,52867,2024-04-19,2027-11-27,1833,36,30.832531824020666,338.90670658761553,Structural Completion,None,True,98,Material shortage
PRJ-04973,Ahmedabad,Commercial,20883,2020-02-14,2023-12-25,928,21,17.430450430662646,46.11226594428841,Foundation,Funding issues,True,327,Site condition issues
PRJ-04974,Kolkata,Railway,44457,2018-01-28,2021-06-30,1022,36,27.02607754125769,137.90149004453207,Inspection,Funding issues,True,149,Monsoon rains
PRJ-04975,Chennai,Industrial,46724,2015-11-07,2016-11-23,659,37,24.807130158402398,439.05282350771677,Finishing,None,False,0,No Delay
PRJ-04976,Delhi,Industrial,38335,2023-06-19,2023-12-22,877,6,24.883841787977993,384.9402522232035,Foundation,None,True,0,Monsoon rains
PRJ-04977,Hyderabad,Residential,49267,2018-03-11,2019-07-16,1499,25,19.429419160028715,494.11758342921047,Inspection,None,False,0,No Delay
PRJ-04978,Mumbai,Railway,50594,2021-11-15,2025-03-05,793,44,42.49118066377322,428.28960878022855,Roofing,None,True,193,Design change
PRJ-04979,Delhi,Bridge,17355,2018-11-15,2021-11-02,490,24,28.364215636121656,236.56941490885907,Foundation,Environmental clearance delay,True,149,Labor strike
PRJ-04980,Delhi,Residential,93108,2016-09-27,2020-08-17,652,19,43.862305654981306,217.9915016706785,Roofing,None,False,0,No Delay
PRJ-04981,Ahmedabad,Highway,8237,2016-05-08,2018-01-05,574,38,41.221462721806205,115.83790651946762,Foundation,Environmental clearance delay,True,198,Monsoon rains
PRJ-04982,Delhi,Industrial,56530,2019-04-16,2021-03-20,1923,7,17.65561717316961,312.9614150952716,Handover,Funding issues,False,0,No Delay
PRJ-04983,Bangalore,Bridge,11921,2024-04-27,2028-04-21,1255,48,22.186733825409032,492.68325213955615,Finishing,Funding issues,False,0,No Delay
PRJ-04984,Bangalore,Bridge,95827,2023-09-17,2024-10-22,1416,43,24.462381497644724,357.22994199698473,Foundation,Land dispute,True,115,Site condition issues
PRJ-04985,Ahmedabad,Highway,93043,2015-12-11,2019-09-28,815,13,43.634709877468836,398.6553268976321,Roofing,Funding issues,True,69,Financial issues
PRJ-04986,Bangalore,Industrial,73648,2017-12-12,2021-03-24,1903,41,34.0615776883928,364.81568955853004,Handover,None,False,0,No Delay
PRJ-04987,Hyderabad,Industrial,84836,2019-11-27,2022-07-04,1037,14,33.63921299036434,238.05554840552168,Finishing,Funding issues,True,55,Financial issues
PRJ-04988,Ahmedabad,Bridge,87867,2017-08-12,2019-12-21,1948,37,29.829310326981968,437.12840576376794,Foundation,Land dispute,False,0,No Delay
PRJ-04989,Chennai,Railway,19460,2023-11-30,2027-07-31,1794,41,29.279238854555643,21.233918215090185,Finishing,Funding issues,True,199,Monsoon rains
PRJ-04990,Mumbai,Airport,43156,2024-01-13,2026-02-21,1333,5,27.460594725906066,28.400327382058443,Handover,Land dispute,True,336,Material shortage
PRJ-04991,Hyderabad,Railway,44421,2015-06-27,2017-04-04,1256,47,27.26549896890966,21.502402535192644,Finishing,None,True,350,Monsoon rains
PRJ-04992,Mumbai,Metro,23133,2017-04-10,2020-12-21,1442,33,25.330987717898978,245.22905362019793,Foundation,Environmental clearance delay,True,67,Labor strike
PRJ-04993,Chennai,Bridge,39723,2020-10-14,2024-06-08,205,38,15.659589656438238,392.8495385033353,Handover,Funding issues,True,179,Financial issues
PRJ-04994,Chennai,Commercial,92187,2020-05-27,2023-06-19,344,43,41.064529787665144,318.26673562331894,Handover,Funding issues,False,0,No Delay
PRJ-04995,Kolkata,Railway,86323,2020-02-05,2023-06-20,382,23,27.241472679033507,410.0057182503362,Handover,Funding issues,True,89,Financial issues
PRJ-04996,Chennai,Metro,66010,2016-10-06,2020-02-09,1601,15,21.383987063989903,248.18385754110267,Inspection,Land dispute,True,112,Site condition issues
PRJ-04997,Chennai,Residential,25744,2016-02-07,2018-08-24,1110,17,26.924482119496364,10.498006570717921,Structural Completion,Land dispute,False,0,No Delay
PRJ-04998,Mumbai,Industrial,72778,2023-06-29,2024-01-04,1233,19,39.42555742351296,64.85402680019986,Finishing,None,False,0,No Delay
PRJ-04999,Bangalore,Industrial,95578,2019-06-06,2022-02-10,1129,40,19.49683895295329,240.22458718166422,Foundation,Land dispute,False,0,No Delay
PRJ-05000,Mumbai,Highway,35113,2017-03-05,2019-05-07,1230,12,44.22925732963773,419.3859553146683,Roofing,Environmental clearance delay,True,190,Equipment failure
PRJ-05001,Kolkata,Railway,15674,2020-08-29,2022-12-11,1646,49,25.625903555216325,455.3478919294793,Structural Completion,Land dispute,True,105,Labor strike
PRJ-05002,Pune,Airport,50976,2016-06-19,2019-11-02,1130,16,42.984763167159954,215.9739915667661,Inspection,Environmental clearance delay,False,0,No Delay
PRJ-05003,Ahmedabad,Residential,66189,2020-08-26,2024-02-04,361,18,27.10449077267519,43.13155378422906,Foundation,Environmental clearance delay,True,45,Equipment failure
PRJ-05004,Hyderabad,Metro,4093,2024-09-18,2027-02-17,245,6,31.196479874347215,362.7951941713067,Finishing,Funding issues,True,169,Financial issues
PRJ-05005,Mumbai,Bridge,33496,2022-01-14,2023-01-30,702,37,34.75602503109015,315.93305671785015,Foundation,Environmental clearance delay,False,0,No Delay
PRJ-05006,Hyderabad,Metro,16354,2020-05-18,2024-05-27,657,27,32.490241918025205,353.5898213071871,Roofing,Land dispute,False,0,No Delay
PRJ-05007,Ahmedabad,Residential,60641,2016-08-12,2018-11-14,1246,20,19.068497420521915,14.278423541838503,Roofing,None,False,0,No Delay
PRJ-05008,Pune,Bridge,34000,2022-02-11,2025-08-13,1233,24,44.19258114412923,214.85339735778481,Foundation,Land dispute,False,0,No Delay
PRJ-05009,Delhi,Residential,87854,2023-12-01,2025-08-12,1432,26,26.146145903974368,197.5795246772362,Roofing,Funding issues,True,256,Regulatory approval delay
PRJ-05010,Pune,Commercial,30146,2017-05-01,2019-05-01,676,41,40.88990836961467,327.32861087030113,Handover,Land dispute,True,51,Design change
PRJ-05011,Mumbai,Airport,68439,2020-07-05,2021-11-12,1119,38,38.88302427137343,418.27580446715615,Inspection,Land dispute,True,287,Monsoon rains
PRJ-05012,Kolkata,Metro,19603,2024-04-30,2027-12-20,1213,45,17.628034254457333,438.94391716678354,Roofing,None,True,73,Equipment failure
PRJ-05013,Mumbai,Highway,47371,2020-01-12,2021-06-26,1223,10,17.378423542005596,373.58458464451326,Finishing,Funding issues,False,0,No Delay
PRJ-05014,Ahmedabad,Residential,87484,2024-06-12,2026-12-20,461,49,32.36731840391927,477.438601343767,Finishing,None,False,0,No Delay
PRJ-05015,Chennai,Industrial,60794,2021-06-13,2023-02-25,1884,31,17.962612188581236,350.9150175655284,Handover,Funding issues,False,0,No Delay
PRJ-05016,Kolkata,Railway,46436,2017-12-07,2021-12-24,519,41,16.854796141338394,427.4318348521803,Roofing,Land dispute,True,129,Financial issues
PRJ-05017,Chennai,Residential,35693,2024-09-02,2027-12-08,308,45,22.60839988426917,87.71733712737722,Finishing,None,True,151,Material shortage
PRJ-05018,Hyderabad,Metro,36830,2024-03-04,2027-04-25,1535,5,25.600887237827052,290.75827202588783,Roofing,Land dispute,False,0,No Delay
PRJ-05019,Hyderabad,Commercial,97870,2017-04-25,2019-09-14,1649,17,37.51825694359928,436.39229062848676,Inspection,Environmental clearance delay,True,349,Labor strike
PRJ-05020,Delhi,Bridge,59447,2024-10-11,2027-03-27,1840,39,20.460982628327557,439.734677503292,Roofing,Land dispute,True,130,Monsoon rains
PRJ-05021,Kolkata,Highway,41171,2023-04-22,2025-07-11,1262,11,25.74996047444296,34.79112977625382,Structural Completion,Land dispute,False,0,No Delay
PRJ-05022,Delhi,Industrial,52110,2022-12-27,2024-03-28,649,12,43.21746307494943,186.85666856698086,Structural Completion,Funding issues,False,0,No Delay
PRJ-05023,Mumbai,Highway,10042,2024-12-21,2027-07-18,319,24,28.788528691666095,397.7506575392159,Finishing,None,True,361,Financial issues
PRJ-05024,Ahmedabad,Commercial,9534,2019-05-30,2022-07-23,605,16,36.2225937942045,424.6706390899945,Roofing,Funding issues,False,0,No Delay
PRJ-05025,Mumbai,Bridge,19456,2023-10-07,2027-05-23,939,32,37.51634897089977,305.1135543831983,Foundation,None,True,219,Regulatory approval delay
PRJ-05026,Chennai,Airport,5905,2022-08-31,2024-08-30,1721,9,24.125032311541226,69.95207443524232,Inspection,Environmental clearance delay,True,137,Equipment failure
PRJ-05027,Mumbai,Bridge,89775,2021-03-03,2024-05-21,558,13,23.708254447242457,283.55449723499214,Foundation,Funding issues,False,0,No Delay
PRJ-05028,Chennai,Bridge,29825,2016-07-11,2018-12-24,206,38,30.49301455843458,483.9024171603927,Inspection,Funding issues,True,3,Monsoon rains
PRJ-05029,Mumbai,Industrial,93267,2016-08-29,2018-02-05,319,14,25.839719674220227,190.1605662588774,Foundation,Environmental clearance delay,False,0,No Delay
PRJ-05030,Mumbai,Bridge,11371,2016-05-06,2020-01-03,1928,50,33.28065194867867,99.69988085305471,Inspection,Land dispute,False,0,No Delay
PRJ-05031,Pune,Metro,89958,2018-07-10,2020-04-26,429,29,24.30914299679644,226.49240750790855,Finishing,Environmental clearance delay,True,73,Design change
PRJ-05032,Bangalore,Metro,43312,2017-12-07,2019-06-04,895,28,20.6666985215231,164.3533524810835,Foundation,Funding issues,True,162,Monsoon rains
PRJ-05033,Kolkata,Airport,58097,2023-04-22,2024-01-28,905,42,16.160662889497985,293.0706648585273,Inspection,Environmental clearance delay,True,39,Financial issues
PRJ-05034,Ahmedabad,Commercial,4166,2016-08-22,2018-01-28,1440,39,17.94061932929434,101.06718354292293,Roofing,Environmental clearance delay,False,0,No Delay
PRJ-05035,Kolkata,Commercial,44663,2017-01-29,2020-08-20,1955,8,26.229280261935187,10.700121862153633,Inspection,Funding issues,False,0,No Delay
PRJ-05036,Mumbai,Bridge,44617,2017-09-11,2020-05-21,535,47,22.581707380672082,320.4573659984492,Foundation,Funding issues,True,315,Site condition issues
PRJ-05037,Kolkata,Metro,24502,2016-04-13,2017-05-30,1866,32,39.97591721831992,357.4854903379449,Handover,None,True,287,Labor strike
PRJ-05038,Pune,Bridge,72322,2023-04-07,2024-02-15,1842,40,41.156863041763174,284.0370662941624,Foundation,Land dispute,False,0,No Delay
PRJ-05039,Hyderabad,Bridge,29839,2019-05-23,2020-01-06,1400,31,44.460996916833594,214.90568969425743,Inspection,Land dispute,True,254,Design change
PRJ-05040,Mumbai,Railway,89132,2021-09-08,2022-09-28,1307,28,29.216001063871907,445.82122673258255,Finishing,Environmental clearance delay,False,0,No Delay
PRJ-05041,Delhi,Railway,35691,2019-09-20,2020-09-04,1982,6,25.538427909657592,59.98807608378215,Foundation,None,True,284,Material shortage
PRJ-05042,Pune,Industrial,73068,2022-12-28,2024-03-02,1253,36,30.316374968853733,152.79845810535946,Finishing,Environmental clearance delay,False,0,No Delay
PRJ-05043,Ahmedabad,Bridge,67837,2019-07-27,2023-03-15,114,46,22.743313226473653,209.16225386774616,Roofing,None,False,0,No Delay
PRJ-05044,Bangalore,Airport,74586,2017-01-23,2018-03-12,735,50,38.646339343599294,233.51290419769026,Foundation,None,False,0,No Delay
PRJ-05045,Mumbai,Railway,92278,2020-11-02,2021-12-10,1540,9,28.339204547894152,185.8959547918999,Foundation,Funding issues,False,0,No Delay
PRJ-05046,Mumbai,Airport,67704,2023-03-25,2025-04-15,1327,20,36.75806481494567,241.104639051197,Finishing,Environmental clearance delay,True,151,Financial issues
PRJ-05047,Kolkata,Railway,1860,2015-07-10,2017-09-21,608,44,15.606626959533585,82.10967972151428,Inspection,Environmental clearance delay,True,5,Monsoon rains
PRJ-05048,Mumbai,Bridge,16016,2016-03-24,2018-09-04,1648,14,44.69452086370023,436.059326850119,Inspection,None,True,17,Equipment failure
PRJ-05049,Delhi,Bridge,78047,2020-07-12,2022-04-11,1593,17,34.52714202369741,102.0004283734578,Roofing,None,False,0,No Delay
PRJ-05050,Chennai,Metro,28549,2024-11-30,2027-03-23,446,11,41.40106706451814,172.293021762863,Foundation,Land dispute,False,0,No Delay
PRJ-05051,Pune,Metro,20154,2022-10-31,2023-12-15,163,13,21.501430655777348,80.47076529546021,Foundation,Land dispute,True,297,Material shortage
PRJ-05052,Bangalore,Industrial,15969,2019-11-30,2022-01-28,729,7,18.987026981130512,274.52542810251805,Foundation,Land dispute,True,182,Labor strike
PRJ-05053,Ahmedabad,Metro,82159,2019-03-14,2022-04-20,1431,16,41.01772667720938,45.23732074630227,Handover,Environmental clearance delay,False,0,No Delay
PRJ-05054,Delhi,Metro,83176,2018-09-09,2019-09-19,678,46,38.687910618515204,80.47514406595107,Handover,None,True,90,Site condition issues
PRJ-05055,Hyderabad,Railway,60454,2020-05-09,2022-08-02,1515,23,27.966198246907766,297.94663117726674,Structural Completion,Funding issues,True,311,Monsoon rains
PRJ-05056,Delhi,Metro,3380,2022-04-19,2026-03-02,526,16,40.97989940732187,51.049920564888716,Inspection,Land dispute,True,143,Site condition issues
PRJ-05057,Chennai,Highway,7172,2019-11-01,2022-01-13,363,10,38.851162287207174,443.19793478062667,Roofing,Funding issues,False,0,No Delay
PRJ-05058,Chennai,Industrial,2450,2021-02-01,2022-10-26,914,36,33.03179513418733,131.34634247566495,Roofing,Funding issues,True,358,Equipment failure
PRJ-05059,Mumbai,Railway,84726,2019-07-07,2021-11-28,547,17,42.50962953533076,330.59653873435906,Roofing,Environmental clearance delay,True,143,Material shortage
PRJ-05060,Ahmedabad,Industrial,40979,2018-01-17,2019-07-24,150,36,37.30031670659488,449.62631305312465,Foundation,Environmental clearance delay,True,111,Equipment failure
PRJ-05061,Kolkata,Metro,54600,2019-12-05,2021-02-03,1281,30,40.784273488748525,347.961408926001,Structural Completion,Funding issues,False,0,No Delay
PRJ-05062,Bangalore,Airport,83866,2023-04-02,2026-10-24,474,17,21.332789373770723,459.0619911334511,Handover,Land dispute,True,48,Site condition issues
PRJ-05063,Hyderabad,Metro,63013,2019-01-18,2021-12-27,253,42,33.90118230181598,122.43393908909711,Inspection,Land dispute,False,0,No Delay
PRJ-05064,Ahmedabad,Railway,76737,2021-11-07,2023-12-20,349,15,18.4473345732806,429.868725636265,Foundation,None,True,349,Design change
PRJ-05065,Delhi,Residential,65937,2019-05-10,2019-11-17,1815,14,43.20450934882503,465.9028492838788,Structural Completion,Funding issues,False,0,No Delay
PRJ-05066,Delhi,Airport,49563,2024-12-12,2028-09-03,1378,19,36.74883387543899,422.9811732463714,Inspection,Land dispute,True,91,Equipment failure
PRJ-05067,Bangalore,Metro,81433,2015-10-27,2018-07-24,363,36,33.78817094691911,308.7322655074212,Foundation,None,True,338,Monsoon rains
PRJ-05068,Bangalore,Industrial,43858,2023-02-07,2023-08-15,1218,49,21.4301634930907,204.43420822065366,Finishing,Funding issues,False,0,No Delay
PRJ-05069,Pune,Airport,95403,2016-02-19,2020-02-03,1410,50,35.55025892170529,311.8391159565488,Inspection,Environmental clearance delay,True,210,Design change
PRJ-05070,Bangalore,Railway,88880,2016-01-15,2019-02-11,999,42,18.038255103839603,129.84495367782495,Structural Completion,Land dispute,False,0,No Delay
PRJ-05071,Ahmedabad,Airport,92945,2024-02-02,2024-12-06,670,7,15.511219865860864,133.22585101858962,Finishing,Land dispute,False,0,No Delay
PRJ-05072,Bangalore,Railway,43392,2019-02-27,2021-04-23,245,20,32.7448528339669,146.5079187216267,Structural Completion,None,True,307,Site condition issues
PRJ-05073,Mumbai,Highway,49661,2021-12-22,2023-01-11,633,6,32.59277416343436,28.047713363236525,Roofing,Land dispute,True,328,Financial issues
PRJ-05074,Mumbai,Metro,42788,2024-10-15,2028-07-29,1289,14,22.448570822359056,7.687431916012621,Structural Completion,Environmental clearance delay,True,362,Design change
PRJ-05075,Chennai,Railway,41318,2024-01-04,2026-11-10,319,28,18.591449051877063,405.1591027143754,Finishing,Environmental clearance delay,True,328,Regulatory approval delay
PRJ-05076,Pune,Residential,65948,2020-04-27,2021-07-29,1471,12,24.815067652894065,129.67837546941564,Roofing,Funding issues,False,0,No Delay
PRJ-05077,Pune,Residential,2805,2020-01-03,2023-09-23,658,13,17.442997738404678,158.42788953626413,Inspection,None,True,313,Labor strike
PRJ-05078,Kolkata,Metro,27053,2016-07-25,2018-04-26,428,21,29.947261902514825,256.4870979170219,Handover,None,True,221,Material shortage
PRJ-05079,Bangalore,Highway,41242,2021-02-05,2024-08-08,1176,13,36.09430307235062,403.5709210715695,Roofing,Land dispute,True,223,Equipment failure
PRJ-05080,Delhi,Highway,35850,2019-03-04,2019-12-27,1095,43,42.32330403617776,208.32536849746032,Roofing,Land dispute,False,0,No Delay
PRJ-05081,Pune,Commercial,27609,2021-04-29,2023-09-28,1579,18,29.414425536141117,104.16495051308699,Handover,Land dispute,True,324,Financial issues
PRJ-05082,Delhi,Industrial,14661,2017-06-10,2020-10-13,241,46,35.801109473730804,253.1308625057171,Structural Completion,Environmental clearance delay,True,29,Design change
PRJ-05083,Delhi,Commercial,25042,2018-01-25,2019-06-28,1360,50,38.78723150643772,218.03311710863844,Finishing,Environmental clearance delay,True,26,Financial issues
PRJ-05084,Bangalore,Bridge,89133,2024-10-09,2028-11-10,1595,8,20.40803117895952,358.5639203856324,Inspection,Land dispute,False,0,No Delay
PRJ-05085,Kolkata,Bridge,55966,2024-02-19,2025-09-26,718,44,20.261434739599846,439.375817192355,Finishing,Funding issues,True,187,Equipment failure
PRJ-05086,Kolkata,Highway,21018,2016-05-04,2019-09-02,1285,29,30.03587518274588,478.44148722964115,Roofing,Environmental clearance delay,False,0,No Delay
PRJ-05087,Hyderabad,Airport,32291,2019-05-09,2022-11-22,221,10,42.41483884319476,54.3018210804006,Handover,Funding issues,False,0,No Delay
PRJ-05088,Pune,Commercial,26463,2022-04-26,2025-09-05,219,25,23.577175032895873,66.46382162773284,Handover,Environmental clearance delay,False,0,No Delay
PRJ-05089,Bangalore,Metro,86699,2016-03-19,2019-06-07,410,39,33.09077643027952,490.28364816620575,Handover,Environmental clearance delay,True,10,Site condition issues
PRJ-05090,Chennai,Airport,74229,2018-05-17,2020-05-02,1497,22,35.57478976089246,456.23909322214104,Inspection,Funding issues,False,0,No Delay
PRJ-05091,Hyderabad,Metro,12866,2022-05-22,2023-06-06,1728,16,23.930465476345816,374.6195390044827,Structural Completion,Land dispute,False,0,No Delay
PRJ-05092,Pune,Bridge,85859,2023-11-06,2025-12-31,680,12,17.363484690394717,56.79400601206375,Structural Completion,Environmental clearance delay,True,299,Material shortage
PRJ-05093,Kolkata,Highway,56495,2019-07-11,2020-10-26,1790,44,37.61446149105318,415.99242026437435,Structural Completion,Land dispute,False,0,No Delay
PRJ-05094,Hyderabad,Metro,5549,2021-06-11,2023-02-09,1648,25,37.923949429051646,224.11996962684765,Handover,Land dispute,False,0,No Delay
PRJ-05095,Pune,Bridge,1030,2019-05-05,2020-05-27,1917,39,43.89354939972531,335.70564457359956,Foundation,None,True,146,Labor strike
PRJ-05096,Mumbai,Commercial,6517,2023-04-23,2026-01-01,686,16,18.98732707816134,16.854608880473965,Roofing,Funding issues,True,218,Equipment failure
PRJ-05097,Pune,Railway,51361,2023-01-31,2026-12-06,1855,46,26.23816716240718,309.1210776590163,Roofing,Funding issues,True,136,Design change
PRJ-05098,Kolkata,Bridge,9939,2022-07-26,2025-07-24,1312,24,25.440457099206185,405.83411779046935,Finishing,Funding issues,False,0,No Delay
PRJ-05099,Kolkata,Bridge,82418,2016-02-19,2018-10-18,1678,29,35.12676250938594,465.4014352295093,Structural Completion,None,True,184,Equipment failure
PRJ-05100,Hyderabad,Highway,63009,2024-11-21,2027-12-21,1566,45,44.81286337655145,171.02089910444968,Finishing,Environmental clearance delay,False,0,No Delay
PRJ-05101,Kolkata,Airport,78657,2019-08-10,2021-05-08,437,26,35.433901102980386,300.1772933318286,Finishing,None,False,0,No Delay
PRJ-05102,Chennai,Commercial,8085,2019-02-06,2022-07-10,170,50,37.38086240243146,22.6894184804311,Finishing,Environmental clearance delay,False,0,No Delay
PRJ-05103,Bangalore,Railway,63476,2017-02-15,2019-07-19,1551,45,37.26819962250836,393.3257606969711,Structural Completion,None,True,167,Design change
PRJ-05104,Kolkata,Residential,22524,2017-02-11,2018-11-15,247,41,28.287318045977734,92.96329425241268,Foundation,None,False,0,No Delay
PRJ-05105,Mumbai,Residential,56456,2018-12-21,2021-01-09,436,21,30.78673157841547,468.5577022448428,Inspection,Environmental clearance delay,True,305,Material shortage
PRJ-05106,Chennai,Industrial,16006,2015-07-30,2018-10-02,974,41,24.58802969343929,228.5840571197047,Handover,None,False,0,No Delay
PRJ-05107,Kolkata,Industrial,80729,2015-02-07,2016-12-03,1257,15,32.41032022154917,153.77586997381198,Handover,Funding issues,True,83,Material shortage
PRJ-05108,Pune,Commercial,20197,2021-05-20,2023-03-19,681,34,22.844933508431108,300.47570590486754,Roofing,Environmental clearance delay,True,35,Material shortage
PRJ-05109,Mumbai,Bridge,48672,2016-05-22,2018-10-04,1307,35,28.9040421342524,142.86920940032599,Foundation,Land dispute,True,254,Design change
PRJ-05110,Chennai,Industrial,14086,2018-02-24,2022-01-14,1421,46,36.76673690759243,394.6854535852623,Finishing,Environmental clearance delay,True,294,Design change
PRJ-05111,Mumbai,Bridge,23825,2015-11-08,2017-02-02,558,29,40.66794507869231,126.71351466091174,Finishing,Land dispute,False,0,No Delay
PRJ-05112,Hyderabad,Railway,11346,2019-11-28,2022-08-30,86,12,40.35062559911202,461.1374104122578,Inspection,Land dispute,False,0,No Delay
PRJ-05113,Hyderabad,Commercial,19475,2017-07-18,2020-06-03,1427,20,33.14131739819676,446.8173720164782,Roofing,Funding issues,True,189,Equipment failure
PRJ-05114,Delhi,Railway,31032,2020-06-04,2021-08-31,306,25,40.30682526158615,226.22389248497464,Inspection,Environmental clearance delay,False,0,No Delay
PRJ-05115,Pune,Airport,10883,2020-08-25,2024-06-18,1044,24,21.479026967646625,93.12811735670846,Finishing,None,False,0,No Delay
PRJ-05116,Bangalore,Commercial,16859,2015-04-05,2018-12-18,961,32,36.683042293660876,204.61678117963032,Roofing,Land dispute,False,0,No Delay
PRJ-05117,Ahmedabad,Industrial,18778,2016-11-10,2020-04-17,646,35,34.99312587762998,283.6355505581314,Inspection,Environmental clearance delay,True,322,Monsoon rains
PRJ-05118,Chennai,Commercial,73472,2024-04-09,2027-01-29,738,35,32.947001281299436,295.70557141536756,Inspection,Funding issues,True,266,Regulatory approval delay
PRJ-05119,Mumbai,Residential,28164,2023-03-18,2027-02-15,791,6,21.52935093289782,92.07339678194343,Roofing,Environmental clearance delay,True,223,Equipment failure
PRJ-05120,Bangalore,Airport,39129,2020-01-21,2021-07-28,1459,18,42.18412692710807,422.33285250886274,Handover,Land dispute,False,0,No Delay
PRJ-05121,Chennai,Residential,77256,2022-02-23,2025-07-10,1038,37,20.77196416544237,147.7127619721193,Foundation,Funding issues,False,0,No Delay
PRJ-05122,Mumbai,Highway,3211,2019-03-23,2020-12-04,1089,46,31.977147139589608,142.60626182767876,Roofing,Environmental clearance delay,True,176,Equipment failure
PRJ-05123,Ahmedabad,Residential,83146,2017-01-02,2020-05-12,389,43,38.626887455061635,176.33041409768558,Finishing,Environmental clearance delay,True,105,Design change
PRJ-05124,Kolkata,Airport,47995,2021-08-06,2024-05-12,1029,12,44.78211913823254,6.728885760515613,Finishing,None,True,79,Monsoon rains
PRJ-05125,Kolkata,Commercial,68928,2017-05-05,2017-11-06,960,22,41.302265361087315,286.9994135594805,Inspection,Land dispute,False,0,No Delay
PRJ-05126,Pune,Railway,19710,2016-05-22,2019-01-20,95,9,24.94671785207587,208.89320570803548,Inspection,None,False,0,No Delay
PRJ-05127,Mumbai,Highway,45072,2019-10-09,2021-09-19,1730,42,17.555536327757537,416.93338214893606,Finishing,None,False,0,No Delay
PRJ-05128,Bangalore,Commercial,15469,2022-12-28,2023-12-13,112,46,40.99752928791099,129.12977756735899,Finishing,None,True,219,Design change
