Project Size (sq. m),Labor Count,Equipment Count,Avg Temperature (°C),Rainfall (mm),Milestone,Delay Duration (days),City_Bangalore,City_Chennai,City_Delhi,City_Hyderabad,City_Kolkata,City_Mumbai,City_Pune,Project Type_Bridge,Project Type_Commercial,Project Type_Highway,Project Type_Industrial,Project Type_Metro,Project Type_Railway,Project Type_Residential,External Factor_Funding issues,External Factor_Land dispute,Delay Reason_Equipment failure,Delay Reason_Financial issues,Delay Reason_Labor strike,Delay Reason_Material shortage,Delay Reason_Monsoon rains,Delay Reason_No Delay,Delay Reason_Regulatory approval delay,Delay Reason_Site condition issues,Predicted Delay
4085,1344,47,22.77576895820346,452.8571023498661,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
61134,822,37,40.78122353373347,85.38746421148419,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
47874,607,14,32.85185548161961,433.9694790698424,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
87946,908,26,21.927771087308297,239.8449645603964,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
24259,316,12,27.96591774667321,457.8091412129536,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
32218,378,23,17.569703064717462,211.4991744362771,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
32857,1169,18,35.72269992962388,172.46233827840024,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
65163,1841,12,28.62653675951228,80.3828189881089,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
63326,1941,23,34.121883107065,445.3661758672972,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
94792,1557,20,31.79801385532144,136.93428306596812,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
78045,206,35,22.29914599343182,217.0962937469435,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
87989,1349,28,40.74418460744498,233.55925628106056,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
9439,886,24,23.302703541524696,380.490075841183,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
45643,235,36,36.549525198637646,249.8807627731177,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
41636,850,10,43.11318974340162,341.23618468967567,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
98839,1473,42,30.762400110077067,234.96378800648776,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
66947,546,34,37.654164237164174,446.447360777525,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
40143,1239,34,28.21217521073359,23.089477431278205,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
56179,1511,41,32.81188275250671,64.43829598877842,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
24617,447,9,18.53169124545171,367.1139172381968,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
10292,1509,40,41.10799595797746,394.6920691988557,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
29100,244,39,30.53019000580857,435.6670028205394,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
38303,977,44,18.223058620299646,97.24316952876087,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
49232,1014,38,20.82898987460831,155.07917347664824,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6945,659,26,43.9391742557565,96.74155384032652,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
75283,1949,29,37.79672427559434,4.894653426387452,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
49584,691,46,43.01320844251235,353.9358281065038,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
31893,1316,45,21.318698475444872,245.42904011313405,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
77202,887,22,27.45506755251042,175.39215731174806,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
46964,1305,39,20.08871476654722,218.2352673272405,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
55233,829,9,30.0082939483262,72.11367519797518,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
70407,693,6,22.3070044534734,235.3867370025513,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
43023,852,32,39.95207244803329,91.6522297562975,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
85174,545,49,41.26391776752047,328.95665983081915,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
44245,492,28,20.53155985131316,192.4727427771193,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
24456,432,18,39.56762027331517,175.71034288185788,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
39223,397,9,42.99913678225023,335.1088972861332,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
69190,620,12,34.001214745592875,148.96661914695585,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66291,913,33,25.29308570759769,10.51639723133757,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
62052,115,11,42.1788024679386,493.3923018491433,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13062,1624,27,16.7474476255534,327.80178990685164,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
49956,663,45,29.018910418277585,179.32034730325108,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
54065,1535,36,29.103340761972177,267.59017281788965,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
60177,765,10,15.403805176999986,404.003793128502,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
79590,1600,5,39.824780241912975,102.98237409453026,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
71250,1114,11,43.55167955978008,10.203797197627209,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
95879,973,46,17.85183163387458,124.99545867131262,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
87718,606,20,39.82288107412842,256.5814680564412,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
10606,1624,18,18.91267503260156,20.08080175637061,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
58160,1096,27,35.125364307283945,495.7816058371155,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
40315,1586,38,41.27369420124361,421.2702518106617,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
78877,1864,46,18.56340667736564,210.569224399341,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
54716,800,50,34.442248966904145,403.63432298623417,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
61915,1508,35,29.11218728227597,375.8857285008777,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
79757,677,10,41.052794474124326,208.67506992378,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
96621,429,24,19.09837073641741,45.069304847792594,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51775,1584,17,28.632305809185528,313.826971624392,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
32546,347,35,23.47155402058918,289.06993590625467,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
16644,1737,20,31.38289769307511,326.9300554668809,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
68786,683,29,16.193149666342276,288.6671217282805,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
54135,1099,48,40.77667241190173,225.05795784276933,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
61954,1679,32,42.23043714998299,408.3500166791442,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
83123,517,48,24.326808289242177,95.87314845217809,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23191,833,36,40.12585875279787,444.6265129285303,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
90136,1553,19,20.699840367661547,261.6995156404289,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64342,88,47,18.761135151120016,30.68464681451799,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
53340,1943,17,31.6625510022848,151.3375112679849,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
21562,1449,29,37.393564374051934,205.3706455275693,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29329,1406,24,38.87740966677031,414.0050424114056,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
99686,1416,11,24.624497345425752,89.78505671057924,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
83097,70,36,42.03868401973445,149.67751639014676,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
17422,1769,25,23.29879779423585,486.00697453113287,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
10274,325,48,41.0186568377371,170.79867673173015,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
54645,1102,14,21.30402409834213,53.10437389591522,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
27863,1236,19,38.29402390276383,384.583082518632,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
89268,1386,29,38.0107980804713,454.0128019819492,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
14758,163,45,20.628241373973776,90.72649913478664,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1198,1440,50,32.382490712536935,300.352569102806,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
81878,1138,26,37.80759048490496,398.8265821154522,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16547,1170,12,22.04910173904485,164.93379648943625,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
57750,1305,26,43.98639057871085,457.9272991668169,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
36806,1128,23,24.377732845202,270.79006645004387,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
37991,1910,5,18.66372959841502,344.3415805143363,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29600,1131,28,24.15336546796211,363.3899357699629,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
42406,1656,5,27.938558189983475,460.27610406704326,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31091,753,32,37.16530184515122,453.7561673463516,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
37102,771,20,24.35628102566419,4.806612764726603,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
21251,743,41,32.38958405741255,208.7698702649908,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78776,831,40,41.51060551473374,228.84921268344772,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
10341,1151,45,44.85480241199682,454.8396068600986,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1410,1978,25,43.939403583525554,400.560316498842,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
61015,894,18,40.14574132116671,171.86440541448522,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84660,1373,24,35.971185506089505,124.89419417758552,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
82246,152,26,15.869747022370817,128.41307533848433,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
4277,534,36,15.189077684355802,324.39985898103464,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44329,1727,45,32.967195150609385,37.43615433578529,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
66507,1842,15,25.26686726814648,476.6957620714976,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1112,1649,40,24.96746702121733,482.8134059698466,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7823,1065,50,34.35940987148442,328.1853296063152,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
51304,1633,30,22.81235184558461,101.64724631925782,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
97264,75,26,32.152405511690496,316.56715340176567,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
3454,1600,25,16.76761096125002,202.40088316672043,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
91751,367,15,31.755829774605225,464.0212937626406,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20271,1050,32,17.13610360934219,377.066377255172,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
32964,1040,27,42.03060109071609,412.0308275368293,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
53942,1985,36,42.73712608177632,390.953563506534,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
98567,1866,42,43.991757887021365,440.1758050038076,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
74524,1847,49,19.8426834402118,294.08064744427355,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
93555,1376,41,38.12603168391834,141.99296341416596,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59811,1452,6,16.875053805292826,476.53650651032217,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
82921,668,35,43.50636352400433,16.058086017188888,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
79416,1849,25,25.055014549975148,29.17353870321959,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
22790,98,25,26.22563486964912,344.7718390001246,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12419,1415,33,19.592124710990685,105.8555710974145,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
36571,1387,19,31.846873883696208,240.20108943732177,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
64474,761,12,16.83464413510443,354.44050048284515,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
32349,1901,19,25.379979083810085,498.1855614442981,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
38008,632,35,27.231026279605263,448.1584509022308,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
50752,1232,5,25.75448862223193,421.30691911695936,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
24352,562,30,35.49638569440253,245.6271219538085,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
68428,1860,15,24.32604513396712,415.0214906012983,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
86597,1117,47,17.27927384642762,343.4428232761004,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58731,330,24,26.758862952460383,487.2901287365938,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51513,740,21,43.26973650740828,298.2554618689792,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
96368,426,30,24.7722470290526,492.2165992138893,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
12269,928,9,32.08681888400879,145.53561664853103,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
64883,1957,34,24.35762224233283,156.64963430796385,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
59705,1522,16,20.26885405392792,472.9457088136664,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
61167,1745,16,15.589278858379911,463.57680556731634,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
81463,766,46,26.303570216363752,455.3065558279512,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
12368,730,41,43.2781300322966,185.37556654784248,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7140,1026,37,27.066310011489705,423.2474842906223,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
22580,252,25,27.21457628986984,242.33186944961017,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
85577,525,36,42.22705864317125,269.9848667135887,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
41093,1850,27,18.64512297898269,362.395423396818,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
65110,951,34,33.28571396613373,251.5616196419561,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
50446,1183,50,29.03441807820949,331.0011295683464,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1708,1350,10,40.471172287706025,251.52248062317972,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62060,200,22,18.44786703387033,262.3034316627168,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
68042,1847,26,21.538785689480413,69.03554548976531,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
49103,995,25,28.31180839317342,240.5247914668284,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
54100,313,12,17.068475376135183,166.0156346586925,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
79888,977,50,30.21826740904627,383.3598232333521,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
21580,1893,10,23.36773258714053,68.39469164854839,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1750,1531,46,40.27998182569316,202.59106200852128,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
34726,1551,41,21.478495580890502,111.5221907284422,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
22258,1572,28,39.78648110370288,380.2789214109209,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
76872,834,23,18.365884828695247,342.9436144444361,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68607,529,11,26.02943220888711,120.35924390749196,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
50331,1939,38,37.63401975137334,12.057366570250805,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3750,156,39,28.371331177952552,63.3298881889125,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
64911,325,6,18.75765660957856,495.3935031313079,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
97796,908,48,22.6608731457167,100.20035059275872,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
53858,112,47,40.048492592700114,163.003438138373,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
80736,1615,16,16.37286273669979,298.67890155684864,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
68765,1736,26,27.6910253862845,56.98745963474949,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
54851,836,36,18.97792935745879,26.52668699897348,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16052,1881,8,17.512850776800324,73.5949493429861,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
25232,1923,37,39.727768202613504,288.70434284478034,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
54117,337,31,37.93545372183276,411.9963736013577,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
92353,1430,39,19.350325864432225,412.4598689693343,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
56033,1405,32,31.217636762384195,359.93830102721,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
75746,1556,39,26.5762139913733,171.3589660402211,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4344,1229,23,30.820772811343776,238.0090265328764,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
43944,726,28,17.171061949866846,413.2247299796196,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
45415,490,19,28.37602632236264,9.767886753673736,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
41132,725,21,44.343787570357634,294.3522733496543,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50003,741,10,42.45875343897615,281.4667728707781,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
69717,164,20,23.46862220772671,181.5634779879803,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
31042,1845,22,38.630653485789566,268.2058943489183,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
75743,1521,18,25.58659834554485,452.22833945486457,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
66600,310,7,43.797344771131975,422.8798256954288,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
